Kommune;År;Boligbebyggelse;Fritidsbebyggelse;Bebygd område for landbruk og fiske;Næring. offentlig og privat tjenesteyting;Undervisning og barnehage;Helse- og sosialinstitusjoner;Kultur og religiøse aktiviteter;Transport. telekommunikasjon og teknisk infrastruktur;Beredskapstjenester og Forsvaret;Grønne områder. idretts- og sportsområder;Uklassifisert bebyggelse og anlegg;Jordbruksareal;Skog;Åpen fastmark;Våtmark;Bart fjell. grus- og blokkmark;Varig snø. is og bre;Ferskvann;Uklassifisert ubebygd område
5015 Ørland (2018-2019);2014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5015 Ørland (2018-2019);2015;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5015 Ørland (2018-2019);2016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5015 Ørland (2018-2019);2017;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5015 Ørland (2018-2019);2018;1.64;0.23;1.22;0.50;0.07;0.04;0.04;6.84;0.34;0.41;0.28;39.04;5.53;14.29;1.94;0.56;0.00;0.17;0.00
5015 Ørland (2018-2019);2019;1.67;0.24;1.20;0.54;0.07;0.04;0.04;7.22;0.35;0.42;0.26;38.71;5.51;14.01;1.93;0.56;0.00;0.43;0.00
5015 Ørland (2018-2019);2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5016 Agdenes (2018-2019);2011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5016 Agdenes (2018-2019);2013;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5016 Agdenes (2018-2019);2014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5016 Agdenes (2018-2019);2015;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5016 Agdenes (2018-2019);2016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5016 Agdenes (2018-2019);2017;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5016 Agdenes (2018-2019);2018;0.55;0.86;0.97;0.24;0.02;0.02;0.04;2.13;0.01;0.05;0.20;18.61;151.90;92.39;25.15;2.76;0.00;21.36;0.00
5016 Agdenes (2018-2019);2019;0.56;0.88;0.97;0.24;0.02;0.02;0.04;2.15;0.01;0.05;0.19;18.59;151.89;92.36;25.15;2.73;0.00;21.36;0.00
5016 Agdenes (2018-2019);2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5017 Bjugn (2018-2019);2011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5017 Bjugn (2018-2019);2013;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5017 Bjugn (2018-2019);2014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5017 Bjugn (2018-2019);2015;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5017 Bjugn (2018-2019);2016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5017 Bjugn (2018-2019);2017;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5017 Bjugn (2018-2019);2018;2.06;1.11;1.31;0.49;0.11;0.01;0.05;4.13;0.05;0.21;0.39;37.70;156.90;122.54;21.23;6.84;0.00;28.68;0.00
5017 Bjugn (2018-2019);2019;2.10;1.13;1.34;0.51;0.10;0.01;0.06;4.20;0.05;0.17;0.36;37.68;157.02;122.39;21.25;6.90;0.00;28.51;0.00
5017 Bjugn (2018-2019);2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5018 Åfjord (2018-2019);2011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5018 Åfjord (2018-2019);2013;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5018 Åfjord (2018-2019);2014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5018 Åfjord (2018-2019);2015;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5018 Åfjord (2018-2019);2016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5018 Åfjord (2018-2019);2017;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5018 Åfjord (2018-2019);2018;1.17;1.30;1.48;0.55;0.04;0.02;0.05;4.73;0.01;0.17;0.36;30.97;291.49;477.46;76.35;7.59;0.00;60.95;0.00
5018 Åfjord (2018-2019);2019;1.20;1.33;1.25;0.56;0.04;0.02;0.05;4.77;0.01;0.17;0.35;30.98;291.74;477.38;76.36;7.61;0.00;60.83;0.00
5018 Åfjord (2018-2019);2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5019 Roan (2018-2019);2011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5019 Roan (2018-2019);2013;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5019 Roan (2018-2019);2014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5019 Roan (2018-2019);2015;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5019 Roan (2018-2019);2016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5019 Roan (2018-2019);2017;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5019 Roan (2018-2019);2018;0.38;0.47;0.40;0.10;0.02;0.01;0.01;1.77;0.00;0.07;0.11;10.78;95.00;210.78;28.40;5.66;0.00;20.73;0.00
5019 Roan (2018-2019);2019;0.38;0.48;0.40;0.10;0.02;0.01;0.01;1.78;0.00;0.07;0.11;10.77;94.99;210.72;28.40;5.64;0.00;20.74;0.00
5019 Roan (2018-2019);2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5020 Osen;2011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5020 Osen;2013;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5020 Osen;2014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5020 Osen;2015;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5020 Osen;2016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5020 Osen;2017;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5020 Osen;2018;0.40;0.26;0.37;0.33;0.02;0.02;0.01;1.48;0.00;0.10;0.08;9.10;119.64;197.51;27.69;11.51;0.00;18.59;0.00
5020 Osen;2019;0.40;0.26;0.37;0.34;0.02;0.02;0.01;1.48;0.00;0.10;0.08;9.10;119.61;197.48;27.69;11.49;0.00;18.60;0.00
5020 Osen;2020;0.41;0.28;0.37;0.33;0.01;0.01;0.02;1.51;0.00;0.10;0.08;9.14;119.53;197.47;27.68;11.48;0.00;18.60;0.00
5021 Oppdal;2011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5021 Oppdal;2013;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5021 Oppdal;2014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5021 Oppdal;2015;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5021 Oppdal;2016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5021 Oppdal;2017;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5021 Oppdal;2018;2.03;3.66;2.59;2.57;0.08;0.04;0.07;8.33;0.01;4.46;1.14;81.02;362.12;1394.33;117.13;213.60;3.49;77.47;0.00
5021 Oppdal;2019;2.05;3.78;2.54;2.62;0.08;0.04;0.07;8.34;0.00;4.46;1.17;80.94;361.89;1393.98;117.12;213.64;3.47;77.92;0.00
5021 Oppdal;2020;2.06;3.91;2.54;2.64;0.08;0.04;0.07;8.37;0.00;4.44;1.22;83.28;360.50;1392.88;117.03;213.64;3.47;77.92;0.00
5022 Rennebu;2011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5022 Rennebu;2013;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5022 Rennebu;2014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5022 Rennebu;2015;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5022 Rennebu;2016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5022 Rennebu;2017;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5022 Rennebu;2018;0.89;1.90;1.52;0.72;0.04;0.03;0.03;6.16;0.00;0.47;0.33;38.56;411.45;318.97;134.86;6.50;0.00;25.53;0.00
5022 Rennebu;2019;0.90;1.92;1.52;0.75;0.04;0.03;0.03;6.18;0.00;0.47;0.32;38.56;411.39;318.89;134.84;6.50;0.00;25.63;0.00
5022 Rennebu;2020;0.90;1.96;1.51;0.73;0.04;0.03;0.03;6.16;0.00;0.47;0.32;38.76;411.16;318.84;134.91;6.50;0.00;25.63;0.00
5023 Meldal (2018-2019);2011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5023 Meldal (2018-2019);2013;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5023 Meldal (2018-2019);2014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5023 Meldal (2018-2019);2015;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5023 Meldal (2018-2019);2016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5023 Meldal (2018-2019);2017;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5023 Meldal (2018-2019);2018;1.69;1.45;1.26;0.71;0.08;0.03;0.04;4.71;0.00;0.32;0.39;32.02;320.08;104.96;122.19;0.83;0.00;22.50;0.00
5023 Meldal (2018-2019);2019;1.70;1.45;1.26;0.69;0.07;0.03;0.04;4.70;0.00;0.32;0.39;32.01;319.99;104.97;122.11;0.84;0.00;22.67;0.00
5023 Meldal (2018-2019);2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5024 Orkdal (2018-2019);2011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5024 Orkdal (2018-2019);2013;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5024 Orkdal (2018-2019);2014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5024 Orkdal (2018-2019);2015;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5024 Orkdal (2018-2019);2016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5024 Orkdal (2018-2019);2017;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5024 Orkdal (2018-2019);2018;3.28;1.48;2.05;2.08;0.15;0.06;0.10;6.89;0.00;0.50;0.75;50.60;336.90;84.16;71.18;2.06;0.00;32.12;0.00
5024 Orkdal (2018-2019);2019;3.29;1.48;2.05;2.08;0.15;0.06;0.09;6.87;0.00;0.50;0.79;50.57;336.88;84.16;71.29;2.06;0.00;31.95;0.00
5024 Orkdal (2018-2019);2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5025 Røros;2011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5025 Røros;2013;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5025 Røros;2014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5025 Røros;2015;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5025 Røros;2016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5025 Røros;2017;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5025 Røros;2018;1.85;3.83;1.55;1.87;0.06;0.05;0.09;8.41;0.00;0.50;0.31;29.64;774.82;732.03;180.36;19.31;0.00;201.77;0.01
5025 Røros;2019;1.87;3.91;1.54;1.65;0.06;0.05;0.10;8.56;0.00;0.50;0.20;29.63;774.93;731.88;180.06;19.31;0.00;202.13;0.01
5025 Røros;2020;1.87;3.98;1.56;1.58;0.06;0.05;0.10;8.60;0.00;0.50;0.21;29.86;774.59;731.96;179.94;19.38;0.00;202.12;0.01
5026 Holtålen;2011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5026 Holtålen;2013;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5026 Holtålen;2014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5026 Holtålen;2015;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5026 Holtålen;2016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5026 Holtålen;2017;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5026 Holtålen;2018;0.62;0.95;1.36;0.43;0.02;0.02;0.04;3.99;0.02;0.45;0.22;19.43;285.31;660.79;194.07;0.76;0.00;41.01;0.00
5026 Holtålen;2019;0.63;0.96;1.36;0.40;0.02;0.02;0.04;4.00;0.02;0.44;0.22;19.44;285.34;660.57;194.01;0.79;0.00;41.25;0.00
5026 Holtålen;2020;0.63;0.94;1.35;0.40;0.02;0.02;0.04;4.03;0.02;0.44;0.23;19.74;285.08;660.55;193.98;0.79;0.00;41.26;0.00
5027 Midtre Gauldal;2011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5027 Midtre Gauldal;2013;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5027 Midtre Gauldal;2014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5027 Midtre Gauldal;2015;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5027 Midtre Gauldal;2016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5027 Midtre Gauldal;2017;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5027 Midtre Gauldal;2018;1.67;1.80;2.87;1.27;0.08;0.03;0.05;9.25;0.03;0.36;0.51;57.73;769.72;664.95;289.33;2.17;0.00;58.70;0.00
5027 Midtre Gauldal;2019;1.67;1.81;2.87;1.32;0.09;0.03;0.05;9.25;0.03;0.36;0.50;57.96;766.08;669.09;288.00;2.18;0.00;59.22;0.00
5027 Midtre Gauldal;2020;1.67;1.85;2.89;1.26;0.09;0.03;0.05;9.30;0.03;0.36;0.50;58.32;763.63;655.24;303.81;2.35;0.00;59.14;0.00
5028 Melhus;2011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5028 Melhus;2013;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5028 Melhus;2014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5028 Melhus;2015;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5028 Melhus;2016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5028 Melhus;2017;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5028 Melhus;2018;4.05;0.87;2.84;2.09;0.20;0.08;0.06;8.65;0.01;0.82;0.93;72.88;404.54;56.15;97.63;1.17;0.00;40.89;0.00
5028 Melhus;2019;4.09;0.87;2.85;2.15;0.20;0.08;0.06;8.72;0.01;0.83;0.94;72.79;424.97;48.19;85.22;0.94;0.00;40.94;0.00
5028 Melhus;2020;4.13;0.85;2.87;2.15;0.21;0.08;0.06;8.70;0.01;0.85;0.99;72.79;426.34;48.19;83.77;0.94;0.00;40.94;0.00
5029 Skaun;2011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5029 Skaun;2013;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5029 Skaun;2014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5029 Skaun;2015;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5029 Skaun;2016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5029 Skaun;2017;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5029 Skaun;2018;2.17;0.45;1.36;0.28;0.08;0.03;0.04;3.37;0.00;0.21;0.61;33.41;149.88;1.43;19.27;0.05;0.00;11.59;0.00
5029 Skaun;2019;2.18;0.45;1.36;0.27;0.08;0.03;0.03;3.38;0.00;0.21;0.61;33.38;149.87;1.45;19.25;0.05;0.00;11.61;0.00
5029 Skaun;2020;2.18;0.45;1.35;0.27;0.08;0.03;0.03;3.38;0.00;0.21;0.62;33.15;156.23;1.48;13.10;0.05;0.00;11.61;0.00
5030 Klæbu (2018-2019);2011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5030 Klæbu (2018-2019);2013;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5030 Klæbu (2018-2019);2014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5030 Klæbu (2018-2019);2015;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5030 Klæbu (2018-2019);2016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5030 Klæbu (2018-2019);2017;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5030 Klæbu (2018-2019);2018;1.45;0.10;0.45;0.70;0.06;0.03;0.05;1.89;0.00;0.66;0.32;10.75;113.08;15.07;29.43;0.04;0.00;12.26;0.00
5030 Klæbu (2018-2019);2019;1.46;0.10;0.45;0.72;0.06;0.03;0.04;1.92;0.00;0.66;0.32;10.74;113.05;15.06;29.43;0.05;0.00;12.25;0.00
5030 Klæbu (2018-2019);2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5031 Malvik;2011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5031 Malvik;2013;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5031 Malvik;2014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5031 Malvik;2015;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5031 Malvik;2016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5031 Malvik;2017;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5031 Malvik;2018;3.11;0.31;0.60;0.81;0.14;0.06;0.03;3.21;0.00;0.34;0.65;14.85;123.33;2.36;11.32;0.13;0.00;7.27;0.00
5031 Malvik;2019;3.12;0.31;0.60;0.81;0.14;0.06;0.03;3.23;0.00;0.34;0.71;14.84;123.16;2.36;11.29;0.12;0.00;7.35;0.00
5031 Malvik;2020;3.13;0.30;0.59;0.81;0.14;0.06;0.02;3.24;0.00;0.34;0.71;14.80;123.96;2.40;10.48;0.12;0.00;7.35;0.00
5032 Selbu;2011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5032 Selbu;2013;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5032 Selbu;2014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5032 Selbu;2015;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5032 Selbu;2016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5032 Selbu;2017;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5032 Selbu;2018;1.41;1.65;1.73;0.81;0.07;0.03;0.04;6.94;0.00;0.48;0.41;37.79;510.27;420.82;151.16;5.05;0.00;96.19;0.00
5032 Selbu;2019;1.43;1.65;1.72;0.76;0.07;0.03;0.04;6.89;0.00;0.32;0.37;37.93;509.94;419.87;151.00;5.07;0.00;97.76;0.00
5032 Selbu;2020;1.42;1.63;1.73;0.82;0.07;0.03;0.04;6.80;0.00;0.34;0.36;38.33;509.69;419.88;150.94;5.06;0.00;97.69;0.00
5033 Tydal;2011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5033 Tydal;2013;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5033 Tydal;2014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5033 Tydal;2015;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5033 Tydal;2016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5033 Tydal;2017;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5033 Tydal;2018;0.35;1.62;0.39;0.39;0.01;0.01;0.02;3.28;0.00;0.35;0.20;7.88;294.45;667.33;211.68;25.79;0.11;114.80;0.01
5033 Tydal;2019;0.36;1.65;0.39;0.40;0.01;0.01;0.02;3.25;0.00;0.11;0.16;7.91;294.76;667.42;211.74;25.89;0.11;114.47;0.01
5033 Tydal;2020;0.36;1.67;0.40;0.46;0.01;0.01;0.02;3.28;0.00;0.17;0.12;7.97;294.64;667.37;211.75;25.89;0.11;114.42;0.01
5034 Meråker;2011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5034 Meråker;2013;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5034 Meråker;2014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5034 Meråker;2015;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5034 Meråker;2016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5034 Meråker;2017;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5034 Meråker;2018;1.18;1.23;0.63;0.47;0.03;0.03;0.03;3.27;0.01;0.47;0.28;11.91;368.58;572.37;218.77;7.59;0.00;87.10;0.01
5034 Meråker;2019;1.19;1.23;0.63;0.49;0.03;0.03;0.03;3.30;0.01;0.55;0.27;11.91;368.69;571.95;218.83;7.60;0.00;87.20;0.01
5034 Meråker;2020;1.19;1.26;0.63;0.53;0.03;0.03;0.03;3.30;0.01;0.56;0.27;11.97;368.61;571.91;218.81;7.60;0.00;87.20;0.01
5035 Stjørdal;2011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5035 Stjørdal;2013;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5035 Stjørdal;2014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5035 Stjørdal;2015;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5035 Stjørdal;2016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5035 Stjørdal;2017;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5035 Stjørdal;2018;5.51;0.81;4.17;1.83;0.31;0.09;0.13;11.62;1.32;1.14;0.60;89.31;552.12;112.50;128.64;0.97;0.00;27.15;0.00
5035 Stjørdal;2019;5.55;0.81;4.17;1.97;0.27;0.09;0.12;12.39;0.58;1.26;0.60;89.33;551.96;112.41;128.55;0.93;0.00;27.32;0.00
5035 Stjørdal;2020;5.55;0.84;4.19;1.94;0.29;0.09;0.12;12.46;0.61;1.26;0.63;89.34;551.78;112.40;128.54;0.92;0.00;27.32;0.00
5036 Frosta;2011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5036 Frosta;2013;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5036 Frosta;2014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5036 Frosta;2015;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5036 Frosta;2016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5036 Frosta;2017;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5036 Frosta;2018;0.86;0.46;1.26;0.23;0.02;0.01;0.03;1.96;0.00;0.17;0.43;23.66;41.40;2.11;1.24;0.34;0.00;2.15;0.00
5036 Frosta;2019;0.87;0.47;1.25;0.23;0.02;0.01;0.03;1.98;0.00;0.17;0.43;23.66;41.38;2.11;1.24;0.34;0.00;2.15;0.00
5036 Frosta;2020;0.87;0.47;1.25;0.51;0.02;0.02;0.03;1.99;0.00;0.19;0.26;23.74;41.24;2.14;1.23;0.35;0.00;2.19;0.00
5037 Levanger;2011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5037 Levanger;2013;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5037 Levanger;2014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5037 Levanger;2015;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5037 Levanger;2016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5037 Levanger;2017;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5037 Levanger;2018;5.52;1.84;4.71;1.58;0.34;0.11;0.11;10.03;0.03;0.74;0.59;134.24;339.96;39.91;67.22;2.25;0.00;36.63;0.00
5037 Levanger;2019;5.58;1.85;4.74;1.64;0.33;0.12;0.11;9.98;0.03;0.78;0.60;134.30;339.74;39.92;67.17;2.25;0.00;36.72;0.00
5037 Levanger;2020;5.61;1.98;4.77;1.66;0.34;0.12;0.11;10.05;0.03;0.80;0.59;135.03;338.85;39.78;67.17;2.25;0.00;36.72;0.00
5038 Verdal;2011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5038 Verdal;2013;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5038 Verdal;2014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5038 Verdal;2015;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5038 Verdal;2016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5038 Verdal;2017;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5038 Verdal;2018;4.01;1.13;2.87;3.05;0.17;0.06;0.09;8.57;0.00;0.91;0.40;87.67;606.40;535.57;219.81;4.22;0.00;72.82;0.02
5038 Verdal;2019;4.03;1.13;2.88;3.17;0.17;0.06;0.09;8.56;0.00;0.89;0.42;87.78;606.05;535.31;219.34;4.23;0.00;73.72;0.02
5038 Verdal;2020;4.04;1.19;2.89;3.17;0.18;0.07;0.09;8.52;0.03;0.89;0.78;87.57;606.49;533.94;218.93;4.20;0.00;74.84;0.02
5039 Verran (2018-2019);2011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5039 Verran (2018-2019);2013;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5039 Verran (2018-2019);2014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5039 Verran (2018-2019);2015;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5039 Verran (2018-2019);2016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
