År;Kommune;Arbeiderpartiet;Fremskrittspartiet;Høyre;Kristelig Folkeparti;Senterpartiet;Sosialistisk Venstreparti;Venstre;Miljøpartiet de Grønne;Rødt;Andre lister
2007;K-1868 Øksnes;649;417;170;155;175;79;35;7;0;1
2007;K-1870 Sortland - Suortá;1197;721;631;129;361;275;74;11;0;11
2007;K-1871 Andøy;751;288;579;92;271;100;94;10;0;3
2007;K-1874 Moskenes;270;63;17;13;51;30;6;3;0;2
2007;K-1875 Hamarøy;0;0;0;0;0;0;0;0;0;0
2007;K-5401 Tromsø;9677;5102;3188;1103;1385;2516;1095;323;0;29
2007;K-5402 Harstad;2748;2123;1923;601;726;484;273;24;0;13
2007;K-5403 Alta;2622;1577;483;347;261;749;284;0;0;52
2007;K-5404 Vardø;418;140;60;11;15;86;40;0;0;3
2007;K-5405 Vadsø;970;280;530;92;81;472;52;0;0;5
2007;K-5406 Hammerfest;1741;614;522;145;106;378;65;0;0;14
2007;K-5411 Kvæfjord;325;244;116;49;179;116;120;4;0;0
2007;K-5412 Tjeldsund;624;312;387;86;158;88;58;5;0;4
2007;K-5413 Ibestad;366;129;62;46;99;19;13;4;0;0
2007;K-5414 Gratangen;241;70;21;20;165;34;6;1;0;0
2007;K-5415 Loabák - Lavangen;223;57;49;40;105;10;3;0;0;3
2007;K-5416 Bardu;542;263;218;28;481;78;66;5;0;0
2007;K-5417 Salangen;266;101;34;31;411;63;9;1;0;0
2007;K-5418 Målselv;842;405;222;56;343;107;410;7;0;3
2007;K-5419 Sørreisa;533;289;152;65;240;74;26;7;0;4
2007;K-5420 Dyrøy;197;86;20;40;133;52;8;3;0;2
2007;K-5421 Senja;1913;1460;566;406;774;312;232;20;0;18
2007;K-5422 Balsfjord;675;623;206;170;423;101;45;13;0;0
2007;K-5423 Karlsøy;324;272;35;19;81;64;19;5;0;0
2007;K-5424 Lyngen;430;331;90;104;111;70;18;6;0;0
2007;K-5425 Storfjord - Omasvuotna - Omasvuono;289;131;45;39;145;46;7;8;0;2
2007;K-5426 Gáivuotna - Kåfjord - Kaivuono;408;158;20;110;109;49;6;22;0;0
2007;K-5427 Skjervøy;218;209;65;72;82;97;8;3;0;0
2007;K-5428 Nordreisa;502;642;369;115;214;132;18;8;0;0
2007;K-5429 Kvænangen;193;107;93;32;35;42;2;2;0;0
2007;K-5430 Guovdageaidnu - Kautokeino;234;85;161;82;107;37;176;0;0;56
2007;K-5432 Loppa;158;66;22;10;61;44;3;0;0;2
2007;K-5433 Hasvik;244;45;33;14;112;26;4;0;0;1
2007;K-5434 Måsøy;230;70;96;4;71;44;2;0;0;0
2007;K-5435 Nordkapp;508;207;169;15;109;255;12;0;0;6
2007;K-5436 Porsanger - Porsángu - Porsanki ;563;422;368;62;117;119;14;0;0;6
2007;K-5437 Kárásjohka - Karasjok;413;72;51;46;108;43;57;0;0;4
2007;K-5438 Lebesby;232;65;53;22;40;71;5;0;0;2
2007;K-5439 Gamvik;312;66;26;3;13;35;6;0;0;0
2007;K-5440 Berlevåg;271;61;96;4;2;35;1;0;0;0
2007;K-5441 Deatnu - Tana;531;196;214;33;114;75;70;0;0;6
2007;K-5442 Unjárga - Nesseby;194;117;29;24;17;38;8;0;0;1
2007;K-5443 Båtsfjord;503;105;177;5;19;46;4;0;0;6
2007;K-5444 Sør-Varanger;1834;655;414;59;344;395;75;0;0;6
2007;K-21-22 Svalbard og Jan Mayen;0;0;0;0;0;0;0;0;0;0
2007;K-23 Kontinentalsokkelen;0;0;0;0;0;0;0;0;0;0
2007;K-Rest Delte kommuner og uoppgitt;8193;4392;2452;1188;2775;1364;976;100;0;136
2011;K-3001 Halden;4566;1164;4240;712;587;478;621;241;150;107
2011;K-3002 Moss;6929;2722;6454;667;319;792;985;188;463;73
2011;K-3003 Sarpsborg;10346;2972;4433;1326;744;493;517;89;120;126
2011;K-3004 Fredrikstad;15862;3934;6996;1528;753;995;931;224;359;140
2011;K-3005 Drammen;14782;4490;16277;1424;526;1152;1464;304;286;210
2011;K-3006 Kongsberg;4268;1063;3034;400;826;470;942;77;142;30
2011;K-3007 Ringerike;4691;1655;3365;321;721;447;742;89;404;47
2011;K-3011 Hvaler;782;459;555;75;59;88;79;24;30;9
2011;K-3012 Aremark;187;39;101;94;168;12;25;3;3;6
2011;K-3013 Marker;558;101;222;226;298;18;25;7;7;8
2011;K-3014 Indre Østfold;5166;2290;4614;1161;1873;432;721;119;147;72
2011;K-3015 Skiptvet;541;183;263;141;268;24;21;4;7;4
2011;K-3016 Rakkestad;847;306;387;359;609;51;187;6;20;7
2011;K-3017 Råde;947;665;787;329;320;53;193;16;18;14
2011;K-3018 Våler (Viken);450;389;516;144;291;57;40;11;20;7
2011;K-3019 Vestby;2287;669;2676;162;266;274;321;112;71;28
2011;K-3020 Nordre Follo;8098;2550;10802;1005;431;1178;1647;329;269;60
2011;K-3021 Ås;2336;776;2023;273;627;569;695;199;119;26
2011;K-3022 Frogn;1928;713;2599;262;194;351;757;89;59;19
2011;K-3023 Nesodden;2219;547;2142;308;75;1560;502;482;329;34
2011;K-3024 Bærum;12296;4705;28595;1444;482;2015;4840;757;551;142
2011;K-3025 Asker;10428;3966;18480;1109;646;1327;2728;672;404;101
2011;K-3026 Aurskog-Høland;2721;1231;1118;545;852;150;133;47;44;43
2011;K-3027 Rælingen;3194;779;1666;261;114;231;219;53;47;34
2011;K-3028 Enebakk;1250;874;1200;195;322;176;151;37;40;25
2011;K-3029 Lørenskog;6351;1833;4488;452;157;501;620;127;192;58
2011;K-3030 Lillestrøm;13524;4242;9987;1048;1216;1174;1341;304;345;140
2011;K-3031 Nittedal;3415;1325;2841;238;246;302;944;84;106;34
2011;K-3032 Gjerdrum;777;270;652;128;164;69;204;28;27;8
2011;K-3033 Ullensaker;4197;3040;2943;311;591;266;362;82;87;53
2011;K-3034 Nes;2953;1414;1697;270;721;277;377;67;82;26
2011;K-3035 Eidsvoll;3266;1466;2085;371;500;382;253;83;85;49
2011;K-3036 Nannestad;1628;919;995;201;316;111;280;38;41;18
2011;K-3037 Hurdal;349;174;128;119;97;41;133;16;7;2
2011;K-3038 Hole;661;252;1308;139;214;99;136;41;39;12
2011;K-3039 Flå;178;78;70;15;147;8;6;4;3;0
2011;K-3040 Nesbyen;486;117;321;76;228;49;25;6;10;7
2011;K-3041 Gol;548;208;385;87;266;69;137;19;5;18
2011;K-3042 Hemsedal;165;77;225;119;205;40;27;13;6;3
2011;K-3043 Ål;536;172;442;169;407;58;215;16;20;23
2011;K-3044 Hol;602;158;611;91;203;43;89;9;6;9
2011;K-3045 Sigdal;307;111;229;15;472;37;356;5;8;6
2011;K-3046 Krødsherad;388;57;214;14;116;26;26;7;5;4
2011;K-3047 Modum;2228;692;1027;211;669;180;219;25;25;21
2011;K-3048 Øvre Eiker;2379;807;2498;258;628;241;169;50;40;43
2011;K-3049 Lier;3619;1161;4260;338;499;355;442;108;84;40
2011;K-3050 Flesberg;311;221;315;27;223;20;42;8;6;3
2011;K-3051 Rollag;244;43;125;42;187;12;17;2;4;3
2011;K-3052 Nore og Uvdal;345;165;183;33;343;31;10;6;9;2
2011;K-3053 Jevnaker;1278;324;648;47;154;193;47;28;26;27
2011;K-3054 Lunner;1544;385;1175;148;303;157;191;85;26;13
2011;K-0301 Oslo;102707;21852;110776;7571;1591;19477;25351;7653;11257;696
2011;K-3401 Kongsvinger;2955;1014;1213;177;345;295;270;33;43;15
2011;K-3403 Hamar;6581;765;2925;722;601;790;899;204;137;25
2011;K-3405 Lillehammer;5182;759;2909;426;732;746;964;228;323;36
2011;K-3407 Gjøvik;5625;765;2870;616;837;472;694;154;193;94
2011;K-3411 Ringsaker;7029;976;2331;362;1360;458;729;178;98;26
2011;K-3412 Løten;1699;287;400;125;385;123;99;29;28;4
2011;K-3413 Stange;4542;692;1120;501;819;315;510;145;74;22
2011;K-3414 Nord-Odal;1382;322;248;47;183;88;48;11;17;6
2011;K-3415 Sør-Odal;1432;359;753;49;339;149;57;27;37;10
2011;K-3416 Eidskog;1142;293;483;65;453;121;78;15;15;19
2011;K-3417 Grue;982;191;274;26;329;68;57;19;22;5
2011;K-3418 Åsnes;1301;354;360;69;365;110;184;30;31;15
2011;K-3419 Våler (Innlandet);801;166;187;28;151;66;94;12;6;3
2011;K-3420 Elverum;3857;802;2534;164;521;322;304;65;72;16
2011;K-3421 Trysil;1198;265;659;114;510;146;107;26;19;4
2011;K-3422 Åmot;586;164;221;20;267;90;60;23;16;7
2011;K-3423 Stor-Elvdal;656;110;162;15;192;63;51;14;12;1
2011;K-3424 Rendalen;483;48;85;16;287;70;13;3;5;1
2011;K-3425 Engerdal;311;61;95;6;195;20;26;1;1;1
2011;K-3426 Tolga;230;25;38;7;345;97;53;9;12;1
2011;K-3427 Tynset;785;128;232;81;693;210;109;28;21;4
2011;K-3428 Alvdal;354;45;50;45;311;30;122;4;6;0
2011;K-3429 Folldal;394;34;44;8;283;47;25;2;11;0
2011;K-3430 Os;305;18;49;30;442;73;15;12;8;1
2011;K-3431 Dovre;463;77;125;34;371;34;24;6;7;3
2011;K-3432 Lesja;284;53;91;29;387;17;41;7;4;4
2011;K-3433 Skjåk;351;41;58;14;371;20;17;5;16;1
2011;K-3434 Lom;324;51;70;18;310;28;19;8;2;4
2011;K-3435 Vågå;885;89;118;20;389;103;30;13;9;10
2011;K-3436 Nord-Fron;1191;185;336;91;574;68;148;12;18;7
2011;K-3437 Sel;1350;119;292;57;294;100;38;36;18;9
2011;K-3438 Sør-Fron;761;98;148;20;406;27;38;7;6;4
2011;K-3439 Ringebu;754;117;173;36;529;56;146;17;13;2
2011;K-3440 Øyer;745;103;367;91;374;99;72;12;22;4
2011;K-3441 Gausdal;1119;172;176;56;593;70;129;29;8;8
2011;K-3442 Østre Toten;2794;438;942;293;1143;177;370;77;34;31
2011;K-3443 Vestre Toten;2784;575;1017;190;591;193;230;60;54;39
2011;K-3446 Gran;2505;687;1297;170;800;208;239;61;50;20
2011;K-3447 Søndre Land;1164;164;305;83;184;139;65;28;28;16
2011;K-3448 Nordre Land;1415;194;325;70;433;123;67;12;14;30
2011;K-3449 Sør-Aurdal;575;198;167;68;355;21;35;8;6;3
2011;K-3450 Etnedal;215;48;62;23;123;16;27;1;4;0
2011;K-3451 Nord-Aurdal;1322;460;381;86;306;57;203;10;9;14
2011;K-3452 Vestre Slidre;345;115;78;24;244;27;127;8;9;3
2011;K-3453 Øystre Slidre;764;108;189;28;221;24;64;11;10;4
2011;K-3454 Vang;228;53;158;19;176;20;20;8;7;1
2011;K-3801 Horten;4314;1096;4169;396;219;434;462;87;471;133
2011;K-3802 Holmestrand;3499;1052;2864;400;748;338;407;86;91;117
2011;K-3803 Tønsberg;7166;2489;7719;1335;1231;1007;984;184;216;325
2011;K-3804 Sandefjord;6898;3312;10708;1448;746;1099;1070;278;227;344
2011;K-3805 Larvik;7170;3668;4557;1173;759;583;952;279;240;217
2011;K-3806 Porsgrunn;6159;1922;4186;885;532;630;672;324;294;111
2011;K-3807 Skien;8840;2958;6105;1646;983;935;937;201;253;182
2011;K-3808 Notodden;2242;541;961;585;327;204;242;72;187;38
2011;K-3811 Færder;3690;1498;4841;497;147;496;613;196;244;244
2011;K-3812 Siljan;519;112;167;93;95;45;18;7;12;10
2011;K-3813 Bamble;2352;1423;1265;442;250;144;167;53;122;71
2011;K-3814 Kragerø;1935;549;1251;332;165;239;244;29;208;29
2011;K-3815 Drangedal;863;179;219;144;236;64;102;10;11;8
2011;K-3816 Nome;1214;417;508;182;558;98;99;26;24;5
2011;K-3817 Midt-Telemark;1262;490;715;402;647;243;599;33;49;16
2011;K-3818 Tinn;1033;298;648;69;399;167;76;22;16;3
2011;K-3819 Hjartdal;375;44;71;107;183;9;16;8;5;3
2011;K-3820 Seljord;333;134;350;128;208;43;61;8;31;9
2011;K-3821 Kviteseid;373;69;164;140;275;36;44;4;13;4
2011;K-3822 Nissedal;238;85;91;139;173;13;12;4;4;3
2011;K-3823 Fyresdal;265;39;61;26;186;21;17;7;2;3
2011;K-3824 Tokke;515;87;134;70;334;37;11;3;6;2
2011;K-3825 Vinje;532;138;209;91;415;196;58;7;16;9
2011;K-4201 Risør;1165;271;618;419;115;93;251;19;206;11
2011;K-4202 Grimstad;2171;1703;1689;1423;397;274;989;56;44;21
2011;K-4203 Arendal;5029;2831;5353;1504;658;1002;1044;116;198;49
2011;K-4204 Kristiansand;11135;5327;11609;7693;833;1274;1960;948;509;1268
2011;K-4205 Lindesnes;2019;1708;2172;1752;459;294;479;153;50;67
2011;K-4206 Farsund;685;1087;872;592;215;211;137;22;14;21
2011;K-4207 Flekkefjord;717;580;895;608;361;119;522;26;31;31
2011;K-4211 Gjerstad;390;103;234;103;158;43;42;3;11;2
2011;K-4212 Vegårshei;350;86;193;225;115;13;27;3;4;0
2011;K-4213 Tvedestrand;832;321;718;278;255;97;130;35;27;7
2011;K-4214 Froland;543;364;262;383;322;36;70;7;15;3
2011;K-4215 Lillesand;793;392;1999;450;100;228;313;63;35;19
2011;K-4216 Birkenes;385;203;677;405;184;49;71;9;7;11
2011;K-4217 Åmli;462;86;92;84;162;21;15;6;9;4
2011;K-4218 Iveland;104;79;86;117;129;7;35;0;8;3
2011;K-4219 Evje og Hornnes;448;116;308;344;125;26;38;6;8;5
2011;K-4220 Bygland;143;38;147;53;168;9;21;1;4;5
2011;K-4221 Valle;126;35;304;32;85;10;12;3;2;2
2011;K-4222 Bykle;130;44;138;39;38;18;17;2;8;3
2011;K-4223 Vennesla;1542;852;875;1644;308;73;104;35;23;89
2011;K-4224 Åseral;82;34;62;90;99;3;4;3;0;4
2011;K-4225 Lyngdal;550;518;1308;1102;456;84;124;13;15;31
2011;K-4226 Hægebostad;73;102;264;193;185;1;7;6;0;7
2011;K-4227 Kvinesdal;774;432;435;444;396;34;65;7;14;34
2011;K-4228 Sirdal;163;99;102;144;202;16;36;13;2;4
2011;K-1101 Eigersund;1625;855;1531;879;336;117;294;17;25;27
2011;K-1103 Stavanger;19275;7584;19438;3942;1625;2346;4096;684;643;286
2011;K-1106 Haugesund;4940;1811;4632;790;242;348;648;116;77;86
2011;K-1108 Sandnes;7356;6122;8560;2922;1516;923;1252;199;136;150
2011;K-1111 Sokndal;440;266;262;301;87;22;54;9;12;19
2011;K-1112 Lund;378;261;203;291;171;14;60;1;3;8
2011;K-1114 Bjerkreim;164;127;289;260;299;15;40;7;3;13
2011;K-1119 Hå;1177;1125;1812;1673;989;123;139;32;22;103
2011;K-1120 Klepp;1289;1332;2347;1091;701;119;266;43;25;44
2011;K-1121 Time;1283;979;2850;1286;688;160;336;106;20;44
2011;K-1122 Gjesdal;1134;839;1005;880;377;111;130;20;20;23
2011;K-1124 Sola;2253;2091;3613;985;348;204;432;55;33;48
2011;K-1127 Randaberg;1722;647;1227;611;242;72;166;25;14;25
2011;K-1130 Strand;1419;746;972;875;290;200;161;67;21;24
2011;K-1133 Hjelmeland;228;105;248;217;280;50;40;9;1;9
2011;K-1134 Suldal;453;135;168;249;484;125;92;9;8;7
2011;K-1135 Sauda;978;185;411;173;166;188;76;11;15;3
2011;K-1144 Kvitsøy;75;46;46;82;9;1;14;0;0;2
2011;K-1145 Bokn;96;46;87;34;87;9;2;2;2;0
2011;K-1146 Tysvær;1215;598;1122;495;430;81;154;21;9;31
2011;K-1149 Karmøy;4468;3829;4215;2618;397;315;466;40;51;109
2011;K-1151 Utsira;76;3;14;3;13;1;10;0;1;0
2011;K-1160 Vindafjord;615;587;502;359;1137;79;56;10;15;11
2011;K-4601 Bergen;36945;13704;40556;7455;2068;5979;8727;2465;2749;1731
2011;K-4602 Kinn;2514;781;1951;359;494;244;1065;33;322;112
2011;K-4611 Etne;479;233;277;162;356;35;51;22;4;11
2011;K-4612 Sveio;417;468;502;277;232;49;100;43;17;27
2011;K-4613 Bømlo;899;881;1264;935;236;73;392;22;40;80
2011;K-4614 Stord;2318;1244;1667;763;383;410;432;58;123;199
2011;K-4615 Fitjar;216;172;331;289;113;36;29;3;9;22
2011;K-4616 Tysnes;271;315;216;133;174;36;65;12;7;12
2011;K-4617 Kvinnherad;1191;848;951;502;1360;126;249;33;80;25
2011;K-4618 Ullensvang;1498;385;954;286;859;195;444;57;371;114
2011;K-4619 Eidfjord;123;37;87;19;80;8;25;5;2;1
2011;K-4620 Ulvik;100;30;59;17;85;46;216;11;9;0
2011;K-4621 Voss;1836;613;1338;374;1089;340;771;84;168;37
2011;K-4622 Kvam;827;483;587;568;858;93;307;55;72;31
2011;K-4623 Samnanger;327;195;155;139;116;13;33;35;16;10
2011;K-4624 Bjørnafjorden;2275;2868;2089;710;659;235;515;148;76;68
2011;K-4625 Austevoll;270;1059;443;147;70;26;59;8;10;16
2011;K-4626 Øygarden;3411;2896;4259;1691;384;409;514;116;98;113
2011;K-4627 Askøy;3454;1816;4013;739;136;367;560;143;154;217
2011;K-4628 Vaksdal;773;195;290;199;190;95;54;29;17;20
2011;K-4629 Modalen;42;26;30;18;30;4;6;3;2;0
2011;K-4630 Osterøy;1064;711;772;335;312;82;149;50;50;22
2011;K-4631 Alver;2669;1824;2721;1891;1393;262;585;202;134;111
2011;K-4632 Austrheim;365;138;364;151;72;13;89;5;9;8
2011;K-4633 Fedje;105;48;76;72;5;6;5;3;3;11
2011;K-4634 Masfjorden;188;143;194;157;126;30;38;8;1;4
2011;K-4635 Gulen;132;63;281;190;382;24;59;8;10;6
2011;K-4636 Solund;57;55;130;22;130;9;4;3;2;4
2011;K-4637 Hyllestad;160;25;87;58;259;6;17;5;5;2
2011;K-4638 Høyanger;839;81;229;69;470;63;35;14;122;7
2011;K-4639 Vik;384;50;147;79;413;44;107;7;0;6
2011;K-4640 Sogndal;1616;465;772;346;1306;338;322;39;61;25
2011;K-4641 Aurland;179;34;298;9;166;33;35;38;6;0
2011;K-4642 Lærdal;320;57;120;16;287;66;148;8;16;6
2011;K-4643 Årdal;1891;103;154;32;306;74;67;5;15;13
2011;K-4644 Luster;846;192;214;190;742;67;85;15;12;21
2011;K-4645 Askvoll;306;70;313;114;384;39;200;2;7;13
2011;K-4646 Fjaler;446;40;144;68;456;50;84;7;12;1
2011;K-4647 Sunnfjord;2002;582;1429;715;3539;758;382;60;91;71
2011;K-4648 Bremanger;476;199;345;133;342;71;123;6;19;18
2011;K-4649 Stad;271;698;625;316;1111;110;720;20;50;202
2011;K-4650 Gloppen;285;72;487;389;1106;111;80;10;24;372
2011;K-4651 Stryn;783;230;605;220;839;42;117;10;24;100
2011;K-1505 Kristiansund;5002;1909;1424;287;211;237;1012;86;114;104
2011;K-1506 Molde;2683;1536;5489;1088;785;725;1103;57;102;60
2011;K-1507 Ålesund;5521;4895;6051;2266;1768;568;1413;100;198;59
2011;K-1511 Vanylven;588;295;153;151;181;13;83;6;2;9
2011;K-1514 Sande;149;208;314;77;146;21;63;1;4;3
2011;K-1515 Herøy (Møre og Romsdal);631;478;1004;483;86;56;137;7;2;49
2011;K-1516 Ulstein;707;475;835;352;125;71;341;9;7;34
2011;K-1517 Hareid;293;412;337;145;76;50;446;6;16;17
2011;K-1520 Ørsta;1227;795;733;400;513;152;221;14;11;24
2011;K-1525 Stranda;418;688;323;168;369;46;92;14;3;5
2011;K-1528 Sykkylven;593;857;618;318;234;80;185;18;7;28
2011;K-1531 Sula;623;825;631;419;48;61;147;10;15;35
2011;K-1532 Giske;451;435;548;776;138;30;339;14;6;34
2011;K-1535 Vestnes;548;577;675;223;391;75;219;8;12;17
2011;K-1539 Rauma;893;411;574;250;399;127;151;12;21;12
2011;K-1547 Aukra;311;149;566;120;65;52;54;1;6;8
2011;K-1554 Averøy;810;404;309;285;280;66;241;8;6;13
2011;K-1557 Gjemnes;324;169;186;180;231;31;71;10;3;7
2011;K-1560 Tingvoll;349;129;242;94;431;53;60;11;4;2
2011;K-1563 Sunndal;1781;344;356;121;298;153;124;11;23;6
2011;K-1566 Surnadal;1015;178;175;105;894;62;50;13;8;16
2011;K-1573 Smøla;167;60;116;30;60;24;679;3;1;1
2011;K-1576 Aure;418;131;173;87;214;28;373;17;9;9
2011;K-1577 Volda;936;529;644;639;548;445;376;33;35;19
2011;K-1578 Fjord;341;152;218;72;204;45;28;9;8;8
2011;K-1579 Hustadvika;1124;887;1463;412;701;117;252;17;19;40
2011;K-5001 Trondheim;35676;7754;22447;2690;2390;5400;4924;1899;2230;696
2011;K-5006 Steinkjer;4828;841;1106;222;2607;420;638;58;73;33
2011;K-5007 Namsos;2744;687;839;285;847;644;320;30;34;37
2011;K-5014 Frøya;757;289;200;39;78;81;145;12;17;4
2011;K-5020 Osen;160;50;36;26;102;12;10;2;10;4
2011;K-5021 Oppdal;1082;180;344;191;721;78;134;16;16;10
2011;K-5022 Rennebu;358;49;84;191;303;33;49;11;4;5
2011;K-5025 Røros;1354;149;399;41;263;196;78;27;86;3
2011;K-5026 Holtålen;517;64;138;18;227;54;16;10;14;4
2011;K-5027 Midtre Gauldal;993;222;293;147;581;52;88;10;19;14
2011;K-5028 Melhus;2656;671;1531;477;956;233;148;37;52;26
2011;K-5029 Skaun;1096;380;487;184;518;141;63;13;46;7
2011;K-5031 Malvik;2426;574;1449;155;246;255;328;120;75;33
2011;K-5032 Selbu;727;173;254;29;290;88;59;11;25;3
2011;K-5033 Tydal;144;40;30;4;106;28;25;0;6;0
2011;K-5034 Meråker;455;68;110;15;133;65;79;7;5;5
2011;K-5035 Stjørdal;4423;788;1524;375;1315;374;393;124;81;63
2011;K-5036 Frosta;328;61;303;87;274;51;69;6;4;5
2011;K-5037 Levanger;3591;602;1232;584;1185;590;402;62;54;44
2011;K-5038 Verdal;2904;577;704;149;1138;242;224;40;72;26
2011;K-5041 Snåase - Snåsa;460;46;64;8;388;54;51;8;10;0
2011;K-5042 Lierne;280;59;39;26;171;12;27;2;2;0
2011;K-5043 Raarvihke - Røyrvik;158;19;21;17;60;8;13;1;1;4
2011;K-5044 Namsskogan;208;54;25;9;79;51;16;3;2;1
2011;K-5045 Grong;446;79;88;11;360;100;42;3;12;0
2011;K-5046 Høylandet;264;22;32;9;277;17;29;2;0;0
2011;K-5047 Overhalla;711;175;128;22;525;81;54;4;10;5
2011;K-5049 Flatanger;138;75;61;26;101;34;93;0;7;0
2011;K-5052 Leka;94;26;7;1;132;21;20;3;0;0
2011;K-5053 Inderøy;1334;162;454;133;882;186;111;19;21;13
2011;K-5054 Indre Fosen;1308;437;1115;261;773;139;233;31;36;48
2011;K-5055 Heim;0;0;0;0;0;0;0;0;0;0
2011;K-5056 Hitra;0;0;0;0;0;0;0;0;0;0
2011;K-5057 Ørland;1370;451;1128;142;630;103;130;23;34;13
2011;K-5058 Åfjord;600;172;307;171;578;46;59;6;14;14
2011;K-5059 Orkland;0;0;0;0;0;0;0;0;0;0
2011;K-5060 Nærøysund;1285;463;369;232;743;192;217;19;23;13
2011;K-5061 Rindal;271;32;77;37;406;17;13;2;4;1
2011;K-1804 Bodø;8115;4245;5245;798;784;1070;779;238;950;60
2011;K-1806 Narvik;0;0;0;0;0;0;0;0;0;0
2011;K-1811 Bindal;295;67;121;23;112;54;25;1;11;3
2011;K-1812 Sømna;258;70;87;45;279;35;17;6;25;4
2011;K-1813 Brønnøy;1173;235;954;67;390;130;89;22;88;6
2011;K-1815 Vega;244;50;50;8;143;43;11;6;16;1
2011;K-1816 Vevelstad;92;19;25;5;50;9;2;2;9;1
2011;K-1818 Herøy (Nordland);328;123;59;14;67;19;12;2;16;2
2011;K-1820 Alstahaug;1022;477;489;74;271;94;197;33;276;10
2011;K-1822 Leirfjord;324;143;52;22;179;68;21;12;38;6
2011;K-1824 Vefsn;2209;873;701;149;447;242;239;25;410;31
2011;K-1825 Grane;292;70;44;18;132;13;2;4;14;2
2011;K-1826 Hattfjelldal;183;47;30;16;236;27;4;3;9;1
2011;K-1827 Dønna;177;58;58;26;111;42;6;1;28;3
2011;K-1828 Nesna;186;78;137;26;100;97;31;7;30;4
2011;K-1832 Hemnes;719;293;329;65;284;112;51;18;55;148
2011;K-1833 Rana;4279;1175;2779;249;655;782;346;141;318;46
2011;K-1834 Lurøy;365;88;121;40;128;21;22;5;9;2
2011;K-1835 Træna;64;15;18;31;32;3;2;0;6;1
2011;K-1836 Rødøy;100;74;71;56;101;24;18;1;8;2
2011;K-1837 Meløy;827;384;761;256;162;101;73;9;36;7
2011;K-1838 Gildeskål;315;171;164;56;89;50;40;15;28;4
2011;K-1839 Beiarn;245;57;51;9;149;26;7;6;8;2
2011;K-1840 Saltdal;844;320;424;75;146;112;47;25;56;8
2011;K-1841 Fauske - Fuosko;1921;643;814;91;148;182;138;34;157;10
2011;K-1845 Sørfold;452;90;110;21;89;47;11;5;21;1
2011;K-1848 Steigen;313;152;109;32;167;52;91;13;74;1
2011;K-1851 Lødingen;234;290;243;19;57;62;88;7;11;0
2011;K-1853 Evenes;156;74;188;28;76;31;22;3;14;4
2011;K-1856 Røst;95;27;29;3;12;9;16;0;7;1
2011;K-1857 Værøy;59;42;37;23;16;4;1;3;2;0
2011;K-1859 Flakstad;132;58;48;17;211;32;9;34;2;0
2011;K-1860 Vestvågøy;1307;505;1017;359;508;240;97;109;40;23
2011;K-1865 Vågan;1102;397;1094;90;221;190;141;38;172;16
2011;K-1866 Hadsel;1118;768;421;99;200;140;371;27;99;6
2011;K-1867 Bø;350;181;225;55;159;67;87;4;15;3
2011;K-1868 Øksnes;508;228;264;109;113;103;44;19;30;6
2011;K-1870 Sortland - Suortá;1343;578;1148;106;232;202;132;35;215;11
2011;K-1871 Andøy;773;261;578;80;204;68;109;18;24;9
2011;K-1874 Moskenes;126;34;37;12;31;24;8;10;4;0
2011;K-1875 Hamarøy;0;0;0;0;0;0;0;0;0;0
2011;K-5401 Tromsø;9185;3975;10003;1042;1197;2221;1277;664;1632;107
2011;K-5402 Harstad;3435;2694;1610;373;1218;400;444;34;457;21
2011;K-5403 Alta;2200;974;2075;391;123;501;470;72;51;46
2011;K-5404 Vardø;415;133;91;8;5;49;61;2;5;2
2011;K-5405 Vadsø;1295;176;632;122;46;230;99;13;25;6
2011;K-5406 Hammerfest;2313;381;680;121;66;225;44;34;63;22
2011;K-5411 Kvæfjord;412;223;169;40;174;93;96;8;45;0
2011;K-5412 Tjeldsund;600;269;431;43;150;61;91;14;59;3
2011;K-5413 Ibestad;245;93;137;25;118;13;42;1;6;1
2011;K-5414 Gratangen;212;48;35;19;174;22;2;6;9;3
2011;K-5415 Loabák - Lavangen;192;61;65;27;183;2;4;3;10;1
2011;K-5416 Bardu;727;137;367;26;300;47;66;3;8;5
2011;K-5417 Salangen;276;88;83;26;371;65;9;5;18;2
2011;K-5418 Målselv;921;336;469;64;333;91;374;10;35;6
2011;K-5419 Sørreisa;497;209;249;70;159;58;38;3;12;3
2011;K-5420 Dyrøy;183;75;52;23;121;32;7;3;6;1
2011;K-5421 Senja;1758;1375;1233;310;587;258;285;23;63;14
2011;K-5422 Balsfjord;835;346;510;145;292;75;43;18;35;8
2011;K-5423 Karlsøy;376;202;71;16;76;41;11;9;16;4
2011;K-5424 Lyngen;425;171;197;114;108;39;24;13;6;3
2011;K-5425 Storfjord - Omasvuotna - Omasvuono;332;130;128;32;93;36;18;13;21;2
2011;K-5426 Gáivuotna - Kåfjord - Kaivuono;363;93;60;117;89;25;11;35;17;9
2011;K-5427 Skjervøy;189;85;105;49;58;61;11;4;16;5
2011;K-5428 Nordreisa;632;280;547;161;194;126;26;13;25;9
2011;K-5429 Kvænangen;127;56;100;15;23;22;2;2;2;2
2011;K-5430 Guovdageaidnu - Kautokeino;165;58;155;58;39;14;455;3;2;30
2011;K-5432 Loppa;131;46;52;11;22;29;7;1;1;0
2011;K-5433 Hasvik;235;34;57;11;53;10;3;2;3;3
