;År;Kommunenr;Kommunenavn;Arbeiderpartiet;Fremskrittspartiet;Høyre;Kristelig Folkeparti;Senterpartiet;Sosialistisk Venstreparti;Venstre;Miljøpartiet de Grønne;Rødt;Andre lister;stemmer totalt;Arbeiderpartiet-prosent;Fremskrittspartiet-prosent;Høyre-prosent;Kristelig Folkeparti-prosent;Senterpartiet-prosent;Sosialistisk Venstreparti-prosent;Venstre-prosent;Miljøpartiet de Grønne-prosent;Rødt-prosent;Andre lister-prosent
2595;2003;3437;Sel;1191;223;158;86;347;289;27;5;0;1;2327;0.512;0.096;0.068;0.037;0.149;0.124;0.012;0.002;0.0;0.0
2596;2003;3438;Sør-Fron;628;122;58;19;352;93;15;3;0;0;1290;0.487;0.095;0.045;0.015;0.273;0.072;0.012;0.002;0.0;0.0
2597;2003;3439;Ringebu;804;189;91;46;599;126;43;5;0;1;1904;0.422;0.099;0.048;0.024;0.315;0.066;0.023;0.003;0.0;0.001
2598;2003;3440;Øyer;782;143;162;100;415;180;26;1;0;3;1812;0.432;0.079;0.089;0.055;0.229;0.099;0.014;0.001;0.0;0.002
2599;2003;3441;Gausdal;1004;252;100;70;752;210;81;11;0;2;2482;0.405;0.102;0.04;0.028;0.303;0.085;0.033;0.004;0.0;0.001
2600;2003;3442;Østre;2503;668;441;311;1347;525;204;35;0;31;6065;0.413;0.11;0.073;0.051;0.222;0.087;0.034;0.006;0.0;0.005
2601;2003;3443;Vestre;2173;967;441;252;674;570;117;18;0;10;5222;0.416;0.185;0.084;0.048;0.129;0.109;0.022;0.003;0.0;0.002
2602;2003;3446;Gran;2220;803;644;208;1041;459;105;14;0;3;5497;0.404;0.146;0.117;0.038;0.189;0.084;0.019;0.003;0.0;0.001
2603;2003;3447;Søndre;1025;258;129;72;245;309;55;12;0;1;2106;0.487;0.123;0.061;0.034;0.116;0.147;0.026;0.006;0.0;0.0
2604;2003;3448;Nordre;1273;232;144;122;351;348;38;19;0;7;2534;0.502;0.092;0.057;0.048;0.139;0.137;0.015;0.007;0.0;0.003
2605;2003;3449;Sør-Aurdal;571;179;93;94;300;86;12;2;0;0;1337;0.427;0.134;0.07;0.07;0.224;0.064;0.009;0.001;0.0;0.0
2606;2003;3450;Etnedal;174;54;39;34;197;40;41;2;0;0;581;0.299;0.093;0.067;0.059;0.339;0.069;0.071;0.003;0.0;0.0
2607;2003;3451;Nord-Aurdal;921;444;289;118;524;218;96;7;0;1;2618;0.352;0.17;0.11;0.045;0.2;0.083;0.037;0.003;0.0;0.0
2608;2003;3452;Vestre;293;127;44;26;291;77;51;13;0;0;922;0.318;0.138;0.048;0.028;0.316;0.084;0.055;0.014;0.0;0.0
2609;2003;3453;Øystre;418;133;107;48;319;93;108;6;0;0;1232;0.339;0.108;0.087;0.039;0.259;0.075;0.088;0.005;0.0;0.0
2610;2003;3454;Vang;163;101;94;30;264;63;11;3;0;0;729;0.224;0.139;0.129;0.041;0.362;0.086;0.015;0.004;0.0;0.0
2611;2003;3801;Horten;3066;2005;1744;439;249;1142;158;43;0;309;9155;0.335;0.219;0.19;0.048;0.027;0.125;0.017;0.005;0.0;0.034
2612;2003;3802;Holmestrand;2976;1652;1470;439;746;862;205;35;0;141;8526;0.349;0.194;0.172;0.051;0.087;0.101;0.024;0.004;0.0;0.017
2613;2003;3803;Tønsberg;3824;5699;3100;1276;1143;2777;430;72;0;1760;20081;0.19;0.284;0.154;0.064;0.057;0.138;0.021;0.004;0.0;0.088
2614;2003;3804;Sandefjord;4525;5979;5405;1461;950;2755;647;159;0;388;22269;0.203;0.268;0.243;0.066;0.043;0.124;0.029;0.007;0.0;0.017
2615;2003;3805;Larvik;4603;4622;2981;1263;1221;1827;710;108;0;525;17860;0.258;0.259;0.167;0.071;0.068;0.102;0.04;0.006;0.0;0.029
2616;2003;3806;Porsgrunn;5060;3888;1456;822;336;1938;470;0;0;52;14022;0.361;0.277;0.104;0.059;0.024;0.138;0.034;0.0;0.0;0.004
2617;2003;3807;Skien;7028;4566;2253;1615;684;2930;556;0;0;116;19748;0.356;0.231;0.114;0.082;0.035;0.148;0.028;0.0;0.0;0.006
2618;2003;3808;Notodden;1845;889;349;482;457;685;128;0;0;15;4850;0.38;0.183;0.072;0.099;0.094;0.141;0.026;0.0;0.0;0.003
2619;2003;3811;Færder;1884;3762;2296;503;144;1402;209;91;0;1220;11511;0.164;0.327;0.199;0.044;0.013;0.122;0.018;0.008;0.0;0.106
2620;2003;3812;Siljan;459;155;57;103;86;133;48;0;0;10;1051;0.437;0.147;0.054;0.098;0.082;0.127;0.046;0.0;0.0;0.01
2621;2003;3813;Bamble;2052;1733;623;464;326;558;113;0;0;36;5905;0.348;0.293;0.106;0.079;0.055;0.094;0.019;0.0;0.0;0.006
2622;2003;3814;Kragerø;1655;822;587;397;177;689;268;0;0;28;4623;0.358;0.178;0.127;0.086;0.038;0.149;0.058;0.0;0.0;0.006
2623;2003;3815;Drangedal;742;274;108;206;214;231;114;0;0;9;1898;0.391;0.144;0.057;0.109;0.113;0.122;0.06;0.0;0.0;0.005
2624;2003;3816;Nome;846;500;229;219;586;382;50;0;0;24;2836;0.298;0.176;0.081;0.077;0.207;0.135;0.018;0.0;0.0;0.008
2625;2003;3817;Midt-Telemark;1259;705;287;309;678;513;160;0;0;8;3919;0.321;0.18;0.073;0.079;0.173;0.131;0.041;0.0;0.0;0.002
2626;2003;3818;Tinn;1077;482;347;104;449;374;41;0;0;4;2878;0.374;0.167;0.121;0.036;0.156;0.13;0.014;0.0;0.0;0.001
2627;2003;3819;Hjartdal;228;77;23;113;196;50;12;0;0;3;702;0.325;0.11;0.033;0.161;0.279;0.071;0.017;0.0;0.0;0.004
2628;2003;3820;Seljord;258;175;188;130;308;140;43;0;0;5;1247;0.207;0.14;0.151;0.104;0.247;0.112;0.034;0.0;0.0;0.004
2629;2003;3821;Kviteseid;307;94;71;159;308;76;23;0;0;3;1041;0.295;0.09;0.068;0.153;0.296;0.073;0.022;0.0;0.0;0.003
2630;2003;3822;Nissedal;205;96;55;155;115;63;9;0;0;2;700;0.293;0.137;0.079;0.221;0.164;0.09;0.013;0.0;0.0;0.003
2631;2003;3823;Fyresdal;198;61;19;15;197;52;12;0;0;3;557;0.355;0.11;0.034;0.027;0.354;0.093;0.022;0.0;0.0;0.005
2632;2003;3824;Tokke;440;115;70;95;395;101;7;0;0;0;1223;0.36;0.094;0.057;0.078;0.323;0.083;0.006;0.0;0.0;0.0
2633;2003;3825;Vinje;438;194;95;97;376;304;44;0;0;3;1551;0.282;0.125;0.061;0.063;0.242;0.196;0.028;0.0;0.0;0.002
2634;2003;4201;Risør;614;273;524;373;204;361;98;0;0;0;2447;0.251;0.112;0.214;0.152;0.083;0.148;0.04;0.0;0.0;0.0
2635;2003;4202;Grimstad;1199;2065;1216;1357;477;591;512;0;0;10;7427;0.161;0.278;0.164;0.183;0.064;0.08;0.069;0.0;0.0;0.001
2636;2003;4203;Arendal;3650;3292;2755;1599;467;2122;484;0;0;60;14429;0.253;0.228;0.191;0.111;0.032;0.147;0.034;0.0;0.0;0.004
2637;2003;4204;Kristiansand;6427;5965;7221;7090;1177;4835;1369;0;0;1306;35390;0.182;0.169;0.204;0.2;0.033;0.137;0.039;0.0;0.0;0.037
2638;2003;4205;Lindesnes;1448;1669;1351;1876;613;637;375;0;0;111;8080;0.179;0.207;0.167;0.232;0.076;0.079;0.046;0.0;0.0;0.014
2639;2003;4206;Farsund;529;1027;791;662;248;400;130;0;0;50;3837;0.138;0.268;0.206;0.173;0.065;0.104;0.034;0.0;0.0;0.013
2640;2003;4207;Flekkefjord;660;480;710;715;299;285;265;0;0;102;3516;0.188;0.137;0.202;0.203;0.085;0.081;0.075;0.0;0.0;0.029
2641;2003;4211;Gjerstad;252;94;97;137;117;154;32;0;0;0;883;0.285;0.106;0.11;0.155;0.133;0.174;0.036;0.0;0.0;0.0
2642;2003;4212;Vegårshei;273;119;127;200;88;63;16;0;0;0;886;0.308;0.134;0.143;0.226;0.099;0.071;0.018;0.0;0.0;0.0
2643;2003;4213;Tvedestrand;572;348;420;312;196;315;68;0;0;13;2244;0.255;0.155;0.187;0.139;0.087;0.14;0.03;0.0;0.0;0.006
2644;2003;4214;Froland;401;398;106;277;352;140;50;0;0;2;1726;0.232;0.231;0.061;0.16;0.204;0.081;0.029;0.0;0.0;0.001
2645;2003;4215;Lillesand;592;613;833;486;181;542;338;0;0;14;3599;0.164;0.17;0.231;0.135;0.05;0.151;0.094;0.0;0.0;0.004
2646;2003;4216;Birkenes;303;251;326;381;235;151;57;0;0;14;1718;0.176;0.146;0.19;0.222;0.137;0.088;0.033;0.0;0.0;0.008
2647;2003;4217;Åmli;313;116;33;67;161;89;3;0;0;3;785;0.399;0.148;0.042;0.085;0.205;0.113;0.004;0.0;0.0;0.004
2648;2003;4218;Iveland;75;81;30;117;96;20;33;0;0;3;455;0.165;0.178;0.066;0.257;0.211;0.044;0.073;0.0;0.0;0.007
2649;2003;4219;Evje;393;192;107;302;123;131;39;0;0;8;1295;0.303;0.148;0.083;0.233;0.095;0.101;0.03;0.0;0.0;0.006
2650;2003;4220;Bygland;118;76;51;100;157;45;12;0;0;2;561;0.21;0.135;0.091;0.178;0.28;0.08;0.021;0.0;0.0;0.004
2651;2003;4221;Valle;107;55;45;71;238;49;4;0;0;1;570;0.188;0.096;0.079;0.125;0.418;0.086;0.007;0.0;0.0;0.002
2652;2003;4222;Bykle;117;47;52;38;61;47;16;0;0;0;378;0.31;0.124;0.138;0.101;0.161;0.124;0.042;0.0;0.0;0.0
2653;2003;4223;Vennesla;1269;939;327;1451;346;364;91;0;0;151;4938;0.257;0.19;0.066;0.294;0.07;0.074;0.018;0.0;0.0;0.031
2654;2003;4224;Åseral;57;49;18;114;74;25;3;0;0;4;344;0.166;0.142;0.052;0.331;0.215;0.073;0.009;0.0;0.0;0.012
2655;2003;4225;Lyngdal;586;651;579;1047;480;210;136;0;0;97;3786;0.155;0.172;0.153;0.277;0.127;0.055;0.036;0.0;0.0;0.026
2656;2003;4226;Hægebostad;76;122;109;253;197;27;8;0;0;9;801;0.095;0.152;0.136;0.316;0.246;0.034;0.01;0.0;0.0;0.011
2657;2003;4227;Kvinesdal;464;544;302;466;297;145;69;0;0;49;2336;0.199;0.233;0.129;0.199;0.127;0.062;0.03;0.0;0.0;0.021
2658;2003;4228;Sirdal;138;128;109;156;160;53;37;0;0;13;794;0.174;0.161;0.137;0.196;0.202;0.067;0.047;0.0;0.0;0.016
2659;2003;1101;Eigersund;1244;1005;1389;635;496;298;316;16;0;30;5429;0.229;0.185;0.256;0.117;0.091;0.055;0.058;0.003;0.0;0.006
2660;2003;1103;Stavanger;10275;10776;13245;3917;1637;6022;2399;185;0;311;48767;0.211;0.221;0.272;0.08;0.034;0.123;0.049;0.004;0.0;0.006
2661;2003;1106;Haugesund;2788;3333;2900;1115;216;1029;418;31;0;39;11869;0.235;0.281;0.244;0.094;0.018;0.087;0.035;0.003;0.0;0.003
2662;2003;1108;Sandnes;3715;5496;5306;2525;1310;2191;787;67;0;154;21551;0.172;0.255;0.246;0.117;0.061;0.102;0.037;0.003;0.0;0.007
2663;2003;1111;Sokndal;319;404;154;230;133;66;65;3;0;17;1391;0.229;0.29;0.111;0.165;0.096;0.047;0.047;0.002;0.0;0.012
2664;2003;1112;Lund;230;333;138;269;257;63;54;5;0;13;1362;0.169;0.244;0.101;0.198;0.189;0.046;0.04;0.004;0.0;0.01
2665;2003;1114;Bjerkreim;100;151;189;257;392;61;30;1;0;14;1195;0.084;0.126;0.158;0.215;0.328;0.051;0.025;0.001;0.0;0.012
2666;2003;1119;Hå;706;1314;897;1250;1330;334;101;13;0;68;6013;0.117;0.219;0.149;0.208;0.221;0.056;0.017;0.002;0.0;0.011
2667;2003;1120;Klepp;710;1445;1197;741;870;355;205;11;0;38;5572;0.127;0.259;0.215;0.133;0.156;0.064;0.037;0.002;0.0;0.007
2668;2003;1121;Time;1016;1346;1060;975;869;489;250;5;0;25;6035;0.168;0.223;0.176;0.162;0.144;0.081;0.041;0.001;0.0;0.004
2669;2003;1122;Gjesdal;776;856;528;615;407;269;83;4;0;28;3566;0.218;0.24;0.148;0.172;0.114;0.075;0.023;0.001;0.0;0.008
2670;2003;1124;Sola;1154;2356;2119;798;491;651;257;22;0;63;7911;0.146;0.298;0.268;0.101;0.062;0.082;0.032;0.003;0.0;0.008
2671;2003;1127;Randaberg;920;763;736;552;323;292;160;6;0;37;3789;0.243;0.201;0.194;0.146;0.085;0.077;0.042;0.002;0.0;0.01
2672;2003;1130;Strand;902;809;505;772;328;289;136;13;0;55;3809;0.237;0.212;0.133;0.203;0.086;0.076;0.036;0.003;0.0;0.014
2673;2003;1133;Hjelmeland;115;160;160;247;355;88;83;4;0;4;1216;0.095;0.132;0.132;0.203;0.292;0.072;0.068;0.003;0.0;0.003
2674;2003;1134;Suldal;379;181;110;228;438;205;133;4;0;16;1694;0.224;0.107;0.065;0.135;0.259;0.121;0.079;0.002;0.0;0.009
2675;2003;1135;Sauda;807;374;277;152;217;303;56;3;0;10;2199;0.367;0.17;0.126;0.069;0.099;0.138;0.025;0.001;0.0;0.005
2676;2003;1144;Kvitsøy;37;36;45;65;12;10;3;3;0;10;221;0.167;0.163;0.204;0.294;0.054;0.045;0.014;0.014;0.0;0.045
2677;2003;1145;Bokn;44;52;59;59;77;21;3;1;0;1;317;0.139;0.164;0.186;0.186;0.243;0.066;0.009;0.003;0.0;0.003
2678;2003;1146;Tysvær;638;801;549;512;446;253;137;12;0;41;3389;0.188;0.236;0.162;0.151;0.132;0.075;0.04;0.004;0.0;0.012
2679;2003;1149;Karmøy;2584;4992;1463;3179;514;971;417;24;0;102;14246;0.181;0.35;0.103;0.223;0.036;0.068;0.029;0.002;0.0;0.007
2680;2003;1151;Utsira;62;7;9;6;13;9;6;0;0;0;112;0.554;0.062;0.08;0.054;0.116;0.08;0.054;0.0;0.0;0.0
2681;2003;1160;Vindafjord;543;543;443;468;823;213;78;8;0;14;3133;0.173;0.173;0.141;0.149;0.263;0.068;0.025;0.003;0.0;0.004
2682;2003;4601;Bergen;24516;20801;25747;6941;2390;13855;3451;501;0;340;98542;0.249;0.211;0.261;0.07;0.024;0.141;0.035;0.005;0.0;0.003
2683;2003;4602;Kinn;1534;803;867;333;752;494;2294;0;0;8;7085;0.217;0.113;0.122;0.047;0.106;0.07;0.324;0.0;0.0;0.001
2684;2003;4611;Etne;284;283;202;179;300;88;56;10;0;9;1411;0.201;0.201;0.143;0.127;0.213;0.062;0.04;0.007;0.0;0.006
2685;2003;4612;Sveio;331;552;203;273;240;174;83;18;0;15;1889;0.175;0.292;0.107;0.145;0.127;0.092;0.044;0.01;0.0;0.008
2686;2003;4613;Bømlo;727;1086;756;905;254;249;130;8;0;41;4156;0.175;0.261;0.182;0.218;0.061;0.06;0.031;0.002;0.0;0.01
2687;2003;4614;Stord;2064;1289;561;780;282;708;225;25;0;167;6101;0.338;0.211;0.092;0.128;0.046;0.116;0.037;0.004;0.0;0.027
2688;2003;4615;Fitjar;268;289;128;304;142;75;24;2;0;18;1250;0.214;0.231;0.102;0.243;0.114;0.06;0.019;0.002;0.0;0.014
2689;2003;4616;Tysnes;196;255;159;136;259;83;49;9;0;7;1153;0.17;0.221;0.138;0.118;0.225;0.072;0.042;0.008;0.0;0.006
2690;2003;4617;Kvinnherad;1004;1358;497;445;1104;425;237;18;0;31;5119;0.196;0.265;0.097;0.087;0.216;0.083;0.046;0.004;0.0;0.006
2691;2003;4618;Ullensvang;1386;533;649;253;971;658;325;36;0;81;4892;0.283;0.109;0.133;0.052;0.198;0.135;0.066;0.007;0.0;0.017
2692;2003;4619;Eidfjord;102;62;51;14;174;21;2;1;0;1;428;0.238;0.145;0.119;0.033;0.407;0.049;0.005;0.002;0.0;0.002
2693;2003;4620;Ulvik;85;26;44;12;179;68;71;3;0;28;516;0.165;0.05;0.085;0.023;0.347;0.132;0.138;0.006;0.0;0.054
2694;2003;4621;Voss;1869;702;515;370;1474;627;286;39;0;27;5909;0.316;0.119;0.087;0.063;0.249;0.106;0.048;0.007;0.0;0.005
2695;2003;4622;Kvam;747;440;400;479;835;295;196;54;0;39;3485;0.214;0.126;0.115;0.137;0.24;0.085;0.056;0.015;0.0;0.011
2696;2003;4623;Samnanger;290;163;77;150;119;64;21;3;0;7;894;0.324;0.182;0.086;0.168;0.133;0.072;0.023;0.003;0.0;0.008
2697;2003;4624;Bjørnafjorden;1374;3216;1083;760;803;916;287;31;0;34;8504;0.162;0.378;0.127;0.089;0.094;0.108;0.034;0.004;0.0;0.004
2698;2003;4625;Austevoll;196;979;220;185;205;63;43;1;0;5;1897;0.103;0.516;0.116;0.098;0.108;0.033;0.023;0.001;0.0;0.003
2699;2003;4626;Øygarden;2541;3697;1742;1554;384;938;211;25;0;107;11199;0.227;0.33;0.156;0.139;0.034;0.084;0.019;0.002;0.0;0.01
2700;2003;4627;Askøy;2352;2346;1655;630;131;1002;218;37;0;27;8398;0.28;0.279;0.197;0.075;0.016;0.119;0.026;0.004;0.0;0.003
2701;2003;4628;Vaksdal;706;323;203;153;280;208;43;18;0;12;1946;0.363;0.166;0.104;0.079;0.144;0.107;0.022;0.009;0.0;0.006
2702;2003;4629;Modalen;25;26;12;21;45;16;1;2;0;2;150;0.167;0.173;0.08;0.14;0.3;0.107;0.007;0.013;0.0;0.013
2703;2003;4630;Osterøy;739;667;472;287;358;244;157;18;0;22;2964;0.249;0.225;0.159;0.097;0.121;0.082;0.053;0.006;0.0;0.007
2704;2003;4631;Alver;2184;2206;1181;1474;1358;679;456;34;0;57;9629;0.227;0.229;0.123;0.153;0.141;0.071;0.047;0.004;0.0;0.006
2705;2003;4632;Austrheim;308;221;188;147;87;40;31;9;0;6;1037;0.297;0.213;0.181;0.142;0.084;0.039;0.03;0.009;0.0;0.006
2706;2003;4633;Fedje;169;57;46;50;5;4;6;0;0;29;366;0.462;0.156;0.126;0.137;0.014;0.011;0.016;0.0;0.0;0.079
2707;2003;4634;Masfjorden;227;122;131;113;137;41;40;0;0;5;816;0.278;0.15;0.161;0.138;0.168;0.05;0.049;0.0;0.0;0.006
2708;2003;4635;Gulen;193;77;151;130;378;85;63;0;0;0;1077;0.179;0.071;0.14;0.121;0.351;0.079;0.058;0.0;0.0;0.0
2709;2003;4636;Solund;59;54;82;21;127;20;18;0;0;12;393;0.15;0.137;0.209;0.053;0.323;0.051;0.046;0.0;0.0;0.031
2710;2003;4637;Hyllestad;225;32;30;38;210;29;13;0;0;1;578;0.389;0.055;0.052;0.066;0.363;0.05;0.022;0.0;0.0;0.002
2711;2003;4638;Høyanger;1003;118;191;80;442;165;21;0;0;2;2022;0.496;0.058;0.094;0.04;0.219;0.082;0.01;0.0;0.0;0.001
2712;2003;4639;Vik;352;79;82;79;567;85;38;0;0;6;1288;0.273;0.061;0.064;0.061;0.44;0.066;0.03;0.0;0.0;0.005
2713;2003;4640;Sogndal;1290;445;308;285;1560;385;263;0;0;1;4537;0.284;0.098;0.068;0.063;0.344;0.085;0.058;0.0;0.0;0.0
2714;2003;4641;Aurland;222;87;111;16;254;77;47;0;0;2;816;0.272;0.107;0.136;0.02;0.311;0.094;0.058;0.0;0.0;0.002
2715;2003;4642;Lærdal;414;80;52;18;353;110;42;0;0;1;1070;0.387;0.075;0.049;0.017;0.33;0.103;0.039;0.0;0.0;0.001
2716;2003;4643;Årdal;1826;221;68;46;205;200;29;0;0;0;2595;0.704;0.085;0.026;0.018;0.079;0.077;0.011;0.0;0.0;0.0
2717;2003;4644;Luster;980;155;76;271;684;105;58;0;0;1;2330;0.421;0.067;0.033;0.116;0.294;0.045;0.025;0.0;0.0;0.0
2718;2003;4645;Askvoll;262;92;166;111;402;161;263;0;0;2;1459;0.18;0.063;0.114;0.076;0.276;0.11;0.18;0.0;0.0;0.001
2719;2003;4646;Fjaler;355;57;124;60;359;177;88;0;0;1;1221;0.291;0.047;0.102;0.049;0.294;0.145;0.072;0.0;0.0;0.001
2720;2003;4647;Sunnfjord;1411;629;1023;729;2659;1095;387;0;0;3;7936;0.178;0.079;0.129;0.092;0.335;0.138;0.049;0.0;0.0;0.0
2721;2003;4648;Bremanger;444;145;170;104;383;134;489;0;0;0;1869;0.238;0.078;0.091;0.056;0.205;0.072;0.262;0.0;0.0;0.0
2722;2003;4649;Stad;501;484;391;326;1274;190;500;0;0;6;3672;0.136;0.132;0.106;0.089;0.347;0.052;0.136;0.0;0.0;0.002
2723;2003;4650;Gloppen;228;128;152;292;1711;168;96;0;0;1;2776;0.082;0.046;0.055;0.105;0.616;0.061;0.035;0.0;0.0;0.0
2724;2003;4651;Stryn;455;256;410;380;969;126;74;0;0;13;2683;0.17;0.095;0.153;0.142;0.361;0.047;0.028;0.0;0.0;0.005
2725;2003;1505;Kristiansund;2805;1507;2530;335;272;667;432;33;0;35;8616;0.326;0.175;0.294;0.039;0.032;0.077;0.05;0.004;0.0;0.004
2726;2003;1506;Molde;2500;2071;3005;1485;1059;1301;563;26;0;6;12016;0.208;0.172;0.25;0.124;0.088;0.108;0.047;0.002;0.0;0.0
2727;2003;1507;Ålesund;3085;5686;3169;2241;1622;1609;859;33;0;46;18350;0.168;0.31;0.173;0.122;0.088;0.088;0.047;0.002;0.0;0.003
2728;2003;1511;Vanylven;615;250;96;191;159;54;65;1;0;2;1433;0.429;0.174;0.067;0.133;0.111;0.038;0.045;0.001;0.0;0.001
2729;2003;1514;Sande;108;241;148;116;91;66;54;0;0;0;824;0.131;0.292;0.18;0.141;0.11;0.08;0.066;0.0;0.0;0.0
2730;2003;1515;Herøy;530;706;326;470;95;142;162;4;0;5;2440;0.217;0.289;0.134;0.193;0.039;0.058;0.066;0.002;0.0;0.002
2731;2003;1516;Ulstein;361;680;399;392;115;131;284;4;0;0;2366;0.153;0.287;0.169;0.166;0.049;0.055;0.12;0.002;0.0;0.0
2732;2003;1517;Hareid;191;638;226;176;74;83;440;1;0;8;1837;0.104;0.347;0.123;0.096;0.04;0.045;0.24;0.001;0.0;0.004
2733;2003;1520;Ørsta;685;973;322;443;745;639;210;10;0;5;4032;0.17;0.241;0.08;0.11;0.185;0.158;0.052;0.002;0.0;0.001
2734;2003;1525;Stranda;237;518;404;267;247;101;144;3;0;5;1926;0.123;0.269;0.21;0.139;0.128;0.052;0.075;0.002;0.0;0.003
2735;2003;1528;Sykkylven;438;839;520;412;299;179;178;5;0;2;2872;0.153;0.292;0.181;0.143;0.104;0.062;0.062;0.002;0.0;0.001
2736;2003;1531;Sula;407;911;476;405;93;130;76;8;0;7;2513;0.162;0.363;0.189;0.161;0.037;0.052;0.03;0.003;0.0;0.003
2737;2003;1532;Giske;232;580;295;537;147;93;391;3;0;0;2278;0.102;0.255;0.129;0.236;0.065;0.041;0.172;0.001;0.0;0.0
2738;2003;1535;Vestnes;548;588;427;280;316;183;107;7;0;0;2456;0.223;0.239;0.174;0.114;0.129;0.075;0.044;0.003;0.0;0.0
2739;2003;1539;Rauma;671;656;344;306;529;267;142;6;0;0;2921;0.23;0.225;0.118;0.105;0.181;0.091;0.049;0.002;0.0;0.0
2740;2003;1547;Aukra;233;198;152;288;104;136;72;2;0;1;1186;0.196;0.167;0.128;0.243;0.088;0.115;0.061;0.002;0.0;0.001
2741;2003;1554;Averøy;731;283;266;194;371;185;140;2;0;4;2176;0.336;0.13;0.122;0.089;0.17;0.085;0.064;0.001;0.0;0.002
2742;2003;1557;Gjemnes;179;153;85;219;276;98;21;1;0;1;1033;0.173;0.148;0.082;0.212;0.267;0.095;0.02;0.001;0.0;0.001
2743;2003;1560;Tingvoll;355;213;142;133;314;90;77;1;0;0;1325;0.268;0.161;0.107;0.1;0.237;0.068;0.058;0.001;0.0;0.0
2744;2003;1563;Sunndal;1211;504;295;166;427;311;117;6;0;4;3041;0.398;0.166;0.097;0.055;0.14;0.102;0.038;0.002;0.0;0.001
2745;2003;1566;Surnadal;688;179;149;122;834;144;33;4;0;0;2153;0.32;0.083;0.069;0.057;0.387;0.067;0.015;0.002;0.0;0.0
2746;2003;1573;Smøla;126;100;59;54;73;80;457;1;0;0;950;0.133;0.105;0.062;0.057;0.077;0.084;0.481;0.001;0.0;0.0
2747;2003;1576;Aure;419;209;231;162;289;80;180;15;0;3;1588;0.264;0.132;0.145;0.102;0.182;0.05;0.113;0.009;0.0;0.002
2748;2003;1577;Volda;618;439;601;622;724;528;194;11;0;1;3738;0.165;0.117;0.161;0.166;0.194;0.141;0.052;0.003;0.0;0.0
2749;2003;1578;Fjord;122;142;360;83;278;72;19;1;0;1;1078;0.113;0.132;0.334;0.077;0.258;0.067;0.018;0.001;0.0;0.001
2750;2003;1579;Hustadvika;859;1136;729;487;843;314;164;10;0;1;4543;0.189;0.25;0.16;0.107;0.186;0.069;0.036;0.002;0.0;0.0
2751;2003;5001;Trondheim;20590;8174;13065;2774;2689;12058;1823;830;0;655;62658;0.329;0.13;0.209;0.044;0.043;0.192;0.029;0.013;0.0;0.01
2752;2003;5006;Steinkjer;3624;1098;650;268;2415;1124;515;16;0;12;9722;0.373;0.113;0.067;0.028;0.248;0.116;0.053;0.002;0.0;0.001
2753;2003;5007;Namsos;1889;687;484;315;861;1430;267;29;0;5;5967;0.317;0.115;0.081;0.053;0.144;0.24;0.045;0.005;0.0;0.001
2754;2003;5014;Frøya;515;218;197;95;156;133;166;6;0;5;1491;0.345;0.146;0.132;0.064;0.105;0.089;0.111;0.004;0.0;0.003
2755;2003;5020;Osen;149;33;29;40;121;43;9;2;0;3;429;0.347;0.077;0.068;0.093;0.282;0.1;0.021;0.005;0.0;0.007
2756;2003;5021;Oppdal;728;262;263;237;563;237;86;8;0;11;2395;0.304;0.109;0.11;0.099;0.235;0.099;0.036;0.003;0.0;0.005
2757;2003;5022;Rennebu;278;56;71;183;385;82;46;0;0;6;1107;0.251;0.051;0.064;0.165;0.348;0.074;0.042;0.0;0.0;0.005
2758;2003;5025;Røros;1162;179;242;46;250;450;52;11;0;7;2399;0.484;0.075;0.101;0.019;0.104;0.188;0.022;0.005;0.0;0.003
2759;2003;5026;Holtålen;482;54;33;22;177;135;21;3;0;0;927;0.52;0.058;0.036;0.024;0.191;0.146;0.023;0.003;0.0;0.0
2760;2003;5027;Midtre;850;224;130;178;672;186;265;8;0;10;2523;0.337;0.089;0.052;0.071;0.266;0.074;0.105;0.003;0.0;0.004
2761;2003;5028;Melhus;1638;789;720;419;966;627;132;19;0;42;5352;0.306;0.147;0.135;0.078;0.18;0.117;0.025;0.004;0.0;0.008
2762;2003;5029;Skaun;574;306;181;170;596;343;65;11;0;7;2253;0.255;0.136;0.08;0.075;0.265;0.152;0.029;0.005;0.0;0.003
2763;2003;5031;Malvik;1558;798;985;160;235;698;97;34;0;19;4584;0.34;0.174;0.215;0.035;0.051;0.152;0.021;0.007;0.0;0.004
2764;2003;5032;Selbu;573;183;190;82;350;196;36;2;0;0;1612;0.355;0.114;0.118;0.051;0.217;0.122;0.022;0.001;0.0;0.0
2765;2003;5033;Tydal;120;48;24;4;131;66;40;0;0;1;434;0.276;0.111;0.055;0.009;0.302;0.152;0.092;0.0;0.0;0.002
2766;2003;5034;Meråker;577;131;50;25;137;142;63;4;0;0;1129;0.511;0.116;0.044;0.022;0.121;0.126;0.056;0.004;0.0;0.0
2767;2003;5035;Stjørdal;3314;733;879;435;1311;913;293;31;0;8;7917;0.419;0.093;0.111;0.055;0.166;0.115;0.037;0.004;0.0;0.001
2768;2003;5036;Frosta;265;92;108;82;356;65;91;3;0;0;1062;0.25;0.087;0.102;0.077;0.335;0.061;0.086;0.003;0.0;0.0
2769;2003;5037;Levanger;2274;772;674;612;1372;1120;291;28;0;8;7151;0.318;0.108;0.094;0.086;0.192;0.157;0.041;0.004;0.0;0.001
