;År;Kommunenr;Kommunenavn;Boligbebyggelse;Fritidsbebyggelse;Bebygd område for landbruk og fiske;Næring. offentlig og privat tjenesteyting;Undervisning og barnehage;Helse- og sosialinstitusjoner;Kultur og religiøse aktiviteter;Transport. telekommunikasjon og teknisk infrastruktur;Beredskapstjenester og Forsvaret;Grønne områder. idretts- og sportsområder;Uklassifisert bebyggelse og anlegg;Jordbruksareal;Skog;Åpen fastmark;Våtmark;Bart fjell. grus- og blokkmark;Varig snø. is og bre;Ferskvann;Uklassifisert ubebygd område
1690;2019;0426;Våler;0.0031;0.0012;0.0025;0.0012;1e-04;0.0;1e-04;0.0132;0.0008;0.0008;0.0005;0.0707;0.7852;0.0022;0.0787;1e-04;0.0;0.0395;0.0
1692;2011;0427;Elverum;0.0065;0.0004;0.003;0.0018;0.0002;1e-04;1e-04;0.0147;0.0003;0.0006;0.0006;0.0432;0.8349;0.0034;0.0716;0.0003;0.0;0.0182;0.0
1693;2013;0427;Elverum;0.0067;0.0004;0.0034;0.0018;0.0002;1e-04;1e-04;0.0144;0.0003;0.0006;0.0006;0.0413;0.8355;0.0044;0.0716;0.0003;0.0;0.0182;0.0
1694;2014;0427;Elverum;0.0068;0.0004;0.0034;0.0018;0.0002;1e-04;0.0002;0.0142;0.0003;0.0007;0.0006;0.0415;0.8354;0.0044;0.0716;0.0002;0.0;0.0182;0.0
1695;2015;0427;Elverum;0.0068;0.0004;0.0035;0.0022;0.0002;1e-04;1e-04;0.0148;0.0004;0.0012;0.0006;0.0412;0.8346;0.0038;0.0716;0.0003;0.0;0.0183;0.0
1696;2016;0427;Elverum;0.0067;0.0004;0.0032;0.0023;0.0002;1e-04;1e-04;0.014;0.0004;0.0012;0.001;0.0414;0.8353;0.0038;0.0716;0.0002;0.0;0.0182;0.0
1697;2017;0427;Elverum;0.0067;0.0005;0.0031;0.0023;0.0002;1e-04;1e-04;0.014;0.0003;0.0012;0.0009;0.0414;0.8352;0.0038;0.0716;0.0002;0.0;0.0182;0.0
1698;2018;0427;Elverum;0.0067;0.0005;0.0032;0.0022;0.0002;1e-04;1e-04;0.014;0.0003;0.0012;0.0009;0.0417;0.8349;0.0038;0.0716;0.0002;0.0;0.0182;0.0
1699;2019;0427;Elverum;0.0068;0.0005;0.0032;0.0023;0.0003;1e-04;1e-04;0.0141;0.0004;0.0012;0.001;0.0417;0.8347;0.0037;0.0716;0.0002;0.0;0.0182;0.0
1701;2011;0428;Trysil;0.001;0.0021;0.0011;0.0004;0.0;0.0;0.0;0.0073;0.0;0.001;0.0002;0.0108;0.7427;0.1032;0.094;0.01;0.0;0.0261;0.0
1702;2013;0428;Trysil;0.001;0.0022;0.0011;0.0005;0.0;0.0;0.0;0.0072;0.0;0.001;0.0002;0.0108;0.7426;0.1032;0.094;0.01;0.0;0.0261;0.0
1703;2014;0428;Trysil;0.001;0.0022;0.0011;0.0005;0.0;0.0;0.0;0.0073;0.0;0.0023;0.0002;0.0108;0.7446;0.0989;0.0943;0.0101;0.0;0.0264;0.0
1704;2015;0428;Trysil;0.001;0.0023;0.0011;0.0005;0.0;0.0;0.0;0.0074;0.0;0.0023;0.0002;0.0108;0.7445;0.0989;0.0943;0.0101;0.0;0.0264;0.0
1705;2016;0428;Trysil;0.001;0.0022;0.001;0.0006;0.0;0.0;0.0;0.0071;0.0;0.0023;0.0004;0.0106;0.7453;0.0985;0.0945;0.0101;0.0;0.0262;0.0
1706;2017;0428;Trysil;0.001;0.0022;0.001;0.0006;0.0;0.0;0.0;0.0072;0.0;0.0023;0.0004;0.0106;0.7453;0.0985;0.0945;0.0101;0.0;0.0262;0.0
1707;2018;0428;Trysil;0.001;0.0023;0.001;0.0006;0.0;0.0;0.0;0.0072;0.0;0.002;0.0004;0.0106;0.7455;0.0986;0.0945;0.0101;0.0;0.0262;0.0
1708;2019;0428;Trysil;0.001;0.0023;0.001;0.0006;0.0;0.0;0.0;0.0072;0.0;0.002;0.0005;0.0106;0.7454;0.0986;0.0945;0.0101;0.0;0.0263;0.0
1710;2011;0429;Åmot;0.0018;0.0015;0.0009;0.0006;1e-04;0.0;0.0;0.0113;0.0006;0.0007;1e-04;0.0168;0.8067;0.0372;0.0857;0.0005;0.0;0.0355;0.0
1711;2013;0429;Åmot;0.0018;0.0017;0.0009;0.0005;1e-04;0.0;0.0;0.0113;0.0006;0.0007;1e-04;0.0169;0.8064;0.0372;0.0857;0.0005;0.0;0.0355;0.0
1712;2014;0429;Åmot;0.0018;0.0018;0.0009;0.0011;1e-04;0.0;0.0;0.0122;0.0008;0.0002;1e-04;0.0169;0.805;0.0365;0.0852;0.0004;0.0;0.037;0.0
1713;2015;0429;Åmot;0.0018;0.0019;0.0009;0.0011;1e-04;0.0;0.0;0.013;0.0008;0.0002;1e-04;0.0164;0.8046;0.0364;0.0852;0.0005;0.0;0.037;0.0
1714;2016;0429;Åmot;0.0018;0.0019;0.0008;0.0011;0.0;0.0;0.0;0.0127;0.0008;0.0002;0.0004;0.016;0.8051;0.0366;0.0852;0.0004;0.0;0.0369;0.0
1715;2017;0429;Åmot;0.0018;0.0019;0.0008;0.0011;0.0;0.0;0.0;0.0127;0.0008;0.0002;0.0004;0.016;0.8051;0.0366;0.0852;0.0004;0.0;0.0369;0.0
1716;2018;0429;Åmot;0.0018;0.002;0.0008;0.0011;0.0;0.0;0.0;0.0128;0.0008;0.0003;0.0004;0.016;0.805;0.0365;0.0852;0.0004;0.0;0.0369;0.0
1717;2019;0429;Åmot;0.0018;0.002;0.0008;0.0011;0.0;0.0;0.0;0.013;0.0008;0.0003;0.0004;0.016;0.8048;0.0365;0.0852;0.0004;0.0;0.0368;0.0
1719;2011;0430;Stor-Elvdal;0.0008;0.0009;0.001;0.0004;0.0;0.0;0.0;0.0056;0.0;1e-04;0.0002;0.0105;0.6399;0.217;0.0807;0.0239;0.0;0.019;0.0
1720;2013;0430;Stor-Elvdal;0.0008;0.0009;0.001;0.0004;0.0;0.0;0.0;0.0057;0.0;1e-04;0.0002;0.0105;0.6398;0.217;0.0806;0.0239;0.0;0.019;0.0
1721;2014;0430;Stor-Elvdal;0.0008;0.0009;0.001;0.0005;0.0;0.0;0.0;0.006;0.0;1e-04;1e-04;0.0106;0.6407;0.2145;0.0818;0.024;0.0;0.0189;0.0
1722;2015;0430;Stor-Elvdal;0.0008;0.001;0.001;0.0006;0.0;0.0;0.0;0.006;0.0;1e-04;1e-04;0.0107;0.6406;0.214;0.0818;0.024;0.0;0.0193;0.0
1723;2016;0430;Stor-Elvdal;0.0008;0.001;0.0009;0.0006;0.0;0.0;0.0;0.0059;0.0;1e-04;1e-04;0.0107;0.6407;0.2141;0.0818;0.024;0.0;0.0193;0.0
1724;2017;0430;Stor-Elvdal;0.0008;0.001;0.001;0.0006;0.0;0.0;0.0;0.006;0.0;1e-04;1e-04;0.0107;0.6406;0.2141;0.0818;0.024;0.0;0.0193;0.0
1725;2018;0430;Stor-Elvdal;0.0007;0.001;0.0008;0.0006;0.0;0.0;0.0;0.0059;0.0;1e-04;0.0002;0.0109;0.6407;0.214;0.0818;0.024;0.0;0.0193;0.0
1726;2019;0430;Stor-Elvdal;0.0007;0.001;0.0008;0.0006;0.0;0.0;0.0;0.0059;0.0;1e-04;0.0002;0.0109;0.6406;0.214;0.0817;0.024;0.0;0.0194;0.0
1728;2011;0432;Rendalen;0.0004;0.0007;0.0006;0.0002;0.0;0.0;0.0;0.0038;0.0;0.0002;0.0;0.0072;0.5417;0.2955;0.0959;0.0157;0.0;0.038;0.0
1729;2013;0432;Rendalen;0.0004;0.0008;0.0006;0.0002;0.0;0.0;0.0;0.0038;0.0;0.0002;0.0;0.0072;0.5417;0.2955;0.0959;0.0157;0.0;0.038;0.0
1730;2014;0432;Rendalen;0.0004;0.0008;0.0006;0.0002;0.0;0.0;0.0;0.0039;0.0;0.0002;0.0;0.0072;0.5457;0.2926;0.0943;0.0158;0.0;0.0382;0.0
1731;2015;0432;Rendalen;0.0004;0.0008;0.0006;0.0002;0.0;0.0;0.0;0.004;0.0;1e-04;0.0;0.0072;0.5456;0.2926;0.0942;0.0158;0.0;0.0384;0.0
1732;2016;0432;Rendalen;0.0004;0.0008;0.0006;0.0002;0.0;0.0;0.0;0.0039;0.0;1e-04;0.0;0.0072;0.5457;0.2926;0.0942;0.0158;0.0;0.0384;0.0
1733;2017;0432;Rendalen;0.0004;0.0008;0.0006;0.0002;0.0;0.0;0.0;0.0039;0.0;1e-04;0.0;0.0072;0.5456;0.2926;0.0943;0.0158;0.0;0.0384;0.0
1734;2018;0432;Rendalen;0.0004;0.0008;0.0005;0.0002;0.0;0.0;0.0;0.0038;0.0;1e-04;1e-04;0.0073;0.5458;0.2925;0.0943;0.0158;0.0;0.0384;0.0
1735;2019;0432;Rendalen;0.0004;0.0008;0.0005;0.0002;0.0;0.0;0.0;0.0038;0.0;1e-04;1e-04;0.0074;0.5458;0.2925;0.0942;0.0158;0.0;0.0384;0.0
1737;2011;0434;Engerdal;0.0003;0.0006;0.0004;0.0004;0.0;0.0;0.0;0.0033;0.0;0.0002;1e-04;0.0063;0.4774;0.2784;0.0836;0.021;0.0;0.128;0.0
1738;2013;0434;Engerdal;0.0003;0.0006;0.0004;0.0004;0.0;0.0;0.0;0.0033;0.0;0.0002;1e-04;0.0063;0.4774;0.2784;0.0836;0.021;0.0;0.128;0.0
1739;2014;0434;Engerdal;0.0003;0.0006;0.0005;0.0004;0.0;0.0;0.0;0.0034;0.0;0.0002;1e-04;0.0061;0.4773;0.2784;0.0836;0.021;0.0;0.1281;0.0
1740;2015;0434;Engerdal;0.0003;0.0006;0.0004;0.0004;0.0;0.0;0.0;0.0034;0.0;0.0002;1e-04;0.0062;0.4773;0.2784;0.0836;0.021;0.0;0.1281;0.0
1741;2016;0434;Engerdal;0.0003;0.0006;0.0004;0.0004;0.0;0.0;0.0;0.0034;0.0;0.0002;1e-04;0.0062;0.4773;0.2784;0.0836;0.021;0.0;0.1281;0.0
1742;2017;0434;Engerdal;0.0003;0.0006;0.0004;0.0004;0.0;0.0;0.0;0.0034;0.0;0.0002;1e-04;0.0062;0.4773;0.2784;0.0836;0.0209;0.0;0.1282;0.0
1743;2018;0434;Engerdal;0.0003;0.0006;0.0004;0.0004;0.0;0.0;0.0;0.0033;0.0;0.0002;1e-04;0.0062;0.4773;0.2784;0.0836;0.0209;0.0;0.1282;0.0
1744;2019;0434;Engerdal;0.0003;0.0007;0.0004;0.0004;0.0;0.0;0.0;0.0033;0.0;0.0002;0.0002;0.0062;0.4773;0.2783;0.0835;0.021;0.0;0.1282;0.0
1755;2011;0436;Tolga;0.0005;0.0007;0.0013;0.0004;0.0;0.0;0.0;0.0041;0.0;1e-04;1e-04;0.0273;0.3682;0.4671;0.0956;0.0103;0.0;0.0242;0.0
1756;2013;0436;Tolga;0.0005;0.0007;0.0013;0.0004;0.0;0.0;0.0;0.0041;0.0;1e-04;1e-04;0.0299;0.3657;0.4671;0.0954;0.0103;0.0;0.0242;0.0
1757;2014;0436;Tolga;0.0005;0.0007;0.0013;0.0004;0.0;0.0;0.0;0.0041;0.0;1e-04;1e-04;0.0309;0.3658;0.4621;0.0993;0.0103;0.0;0.0242;0.0
1758;2015;0436;Tolga;0.0005;0.0007;0.0013;0.0005;0.0;0.0;0.0;0.0044;0.0;1e-04;1e-04;0.031;0.3657;0.4621;0.0993;0.0103;0.0;0.0239;0.0
1759;2016;0436;Tolga;0.0005;0.0008;0.0013;0.0005;0.0;0.0;0.0;0.0044;0.0;1e-04;1e-04;0.0313;0.3654;0.462;0.0993;0.0103;0.0;0.0238;0.0
1760;2017;0436;Tolga;0.0005;0.0008;0.0013;0.0005;0.0;0.0;0.0;0.0043;0.0;1e-04;1e-04;0.0315;0.3652;0.462;0.0993;0.0103;0.0;0.0239;0.0
1761;2018;0436;Tolga;0.0005;0.0007;0.0011;0.0005;0.0;0.0;0.0;0.0042;0.0;1e-04;1e-04;0.0322;0.3651;0.4618;0.0994;0.0103;0.0;0.0238;0.0
1762;2019;0436;Tolga;0.0005;0.0007;0.0011;0.0005;0.0;0.0;0.0;0.0042;0.0;1e-04;0.0002;0.0325;0.3648;0.4617;0.0993;0.0103;0.0;0.024;0.0
1764;2011;0437;Tynset;0.001;0.001;0.0015;0.0005;0.0;0.0;1e-04;0.0056;0.0;0.0003;1e-04;0.0318;0.3981;0.4331;0.092;0.004;0.0;0.0309;0.0
1765;2013;0437;Tynset;0.0011;0.001;0.0015;0.0006;0.0;0.0;1e-04;0.0056;0.0;0.0003;1e-04;0.033;0.3971;0.4328;0.0919;0.004;0.0;0.0309;0.0
1766;2014;0437;Tynset;0.0011;0.001;0.0015;0.0006;0.0;0.0;1e-04;0.0056;0.0;0.0003;1e-04;0.0332;0.3984;0.4283;0.0949;0.0039;0.0;0.0311;0.0
1767;2015;0437;Tynset;0.0011;0.001;0.0015;0.0006;1e-04;0.0;1e-04;0.0056;0.0;0.0003;1e-04;0.0335;0.3982;0.4281;0.0947;0.0039;0.0;0.031;0.0
1768;2016;0437;Tynset;0.0011;0.001;0.0015;0.0007;1e-04;0.0;1e-04;0.0055;0.0;0.0003;1e-04;0.0339;0.398;0.4281;0.0948;0.0039;0.0;0.0309;0.0
1769;2017;0437;Tynset;0.0011;0.001;0.0015;0.0007;1e-04;0.0;1e-04;0.0055;0.0;0.0003;1e-04;0.0342;0.3976;0.4284;0.0947;0.0039;0.0;0.0308;0.0
1770;2018;0437;Tynset;0.0011;0.001;0.0015;0.0007;1e-04;0.0;0.0;0.0054;0.0;0.0003;1e-04;0.0347;0.3972;0.4282;0.0947;0.0039;0.0;0.0308;0.0
1771;2019;0437;Tynset;0.0011;0.001;0.0014;0.0007;1e-04;0.0;0.0;0.0053;0.0;0.0003;0.0002;0.0348;0.3977;0.4276;0.095;0.0039;0.0;0.0309;0.0
1773;2011;0438;Alvdal;0.0011;0.0007;0.0018;0.0006;1e-04;0.0;0.0;0.0056;0.0;1e-04;1e-04;0.0323;0.4312;0.4319;0.0353;0.0337;0.0;0.0255;0.0
1774;2013;0438;Alvdal;0.0011;0.0008;0.0018;0.0007;1e-04;0.0;0.0;0.0057;0.0;1e-04;1e-04;0.0327;0.4307;0.4317;0.0353;0.0337;0.0;0.0255;0.0
1775;2014;0438;Alvdal;0.0011;0.0008;0.0018;0.0007;1e-04;0.0;0.0;0.0057;0.0;1e-04;1e-04;0.0331;0.4438;0.4115;0.0417;0.0339;0.0;0.0255;0.0
1776;2015;0438;Alvdal;0.0011;0.0008;0.0018;0.0008;1e-04;0.0;0.0;0.0061;0.0;0.0002;1e-04;0.0333;0.4431;0.4113;0.0416;0.0339;0.0;0.0257;0.0
1777;2016;0438;Alvdal;0.0011;0.0008;0.0018;0.0008;1e-04;0.0;0.0;0.006;0.0;0.0002;1e-04;0.0334;0.4431;0.4114;0.0416;0.0339;0.0;0.0257;0.0
1778;2017;0438;Alvdal;0.0011;0.0008;0.0018;0.0008;1e-04;0.0;0.0;0.006;0.0;0.0002;1e-04;0.034;0.4427;0.4116;0.0417;0.0339;0.0;0.0252;0.0
1779;2018;0438;Alvdal;0.0011;0.0008;0.0018;0.0008;1e-04;0.0;0.0;0.006;0.0;0.0002;1e-04;0.0343;0.4423;0.4115;0.0417;0.0339;0.0;0.0252;0.0
1780;2019;0438;Alvdal;0.0011;0.0008;0.0016;0.0008;1e-04;0.0;0.0;0.0059;0.0;0.0002;0.0002;0.0338;0.4433;0.4108;0.0416;0.0339;0.0;0.0257;0.0
1782;2011;0439;Folldal;0.0005;0.0005;0.0012;0.0005;0.0;0.0;0.0;0.0042;0.0;0.0002;0.0;0.0224;0.2758;0.5915;0.0484;0.0412;1e-04;0.0135;0.0
1783;2013;0439;Folldal;0.0005;0.0005;0.0012;0.0005;0.0;0.0;0.0;0.0042;0.0;0.0002;0.0;0.0228;0.2754;0.5916;0.0482;0.0412;1e-04;0.0135;0.0
1784;2014;0439;Folldal;0.0005;0.0005;0.0012;0.0005;0.0;0.0;0.0;0.0041;0.0;0.0002;0.0;0.0232;0.2825;0.59;0.0425;0.0413;0.0;0.0135;0.0
1785;2015;0439;Folldal;0.0005;0.0005;0.0012;0.0005;0.0;0.0;0.0;0.0042;0.0;0.0002;0.0;0.0233;0.2822;0.5898;0.0424;0.0413;0.0;0.0139;0.0
1786;2016;0439;Folldal;0.0005;0.0005;0.0012;0.0005;0.0;0.0;0.0;0.0042;0.0;0.0002;0.0;0.0234;0.2821;0.5897;0.0424;0.0413;0.0;0.0139;0.0
1787;2017;0439;Folldal;0.0005;0.0005;0.0012;0.0005;0.0;0.0;0.0;0.0042;0.0;0.0002;0.0;0.0234;0.2821;0.5899;0.0422;0.0413;0.0;0.0139;0.0
1788;2018;0439;Folldal;0.0006;0.0005;0.0012;0.0005;0.0;0.0;0.0;0.0042;0.0;0.0002;0.0;0.0238;0.2819;0.5897;0.0422;0.0413;0.0;0.0139;0.0
1789;2019;0439;Folldal;0.0005;0.0004;0.0011;0.0005;0.0;0.0;0.0;0.0041;0.0;0.0002;1e-04;0.0238;0.283;0.5888;0.0421;0.0413;0.0;0.0139;0.0
1791;2011;0441;Os;0.0006;0.0011;0.0015;0.0003;0.0;0.0;0.0;0.0047;0.0;0.0005;0.0;0.0285;0.3679;0.4595;0.0992;0.0042;0.0;0.0319;0.0
1792;2013;0441;Os;0.0006;0.0011;0.0015;0.0003;0.0;0.0;0.0;0.0048;0.0;0.0005;0.0;0.0302;0.3662;0.4596;0.099;0.0042;0.0;0.0319;0.0
1793;2014;0441;Os;0.0006;0.0011;0.0015;0.0003;0.0;0.0;0.0;0.0047;0.0;0.0005;0.0;0.0315;0.3682;0.4399;0.1154;0.0042;0.0;0.0319;0.0
1794;2015;0441;Os;0.0006;0.0012;0.0015;0.0004;0.0;0.0;0.0;0.0049;0.0;0.0005;0.0;0.0316;0.3678;0.4398;0.115;0.0042;0.0;0.0323;0.0
1795;2016;0441;Os;0.0007;0.0012;0.0015;0.0004;0.0;0.0;0.0;0.0048;0.0;0.0005;0.0;0.0318;0.3677;0.4399;0.1152;0.0042;0.0;0.0321;0.0
1796;2017;0441;Os;0.0007;0.0012;0.0015;0.0004;0.0;0.0;0.0;0.0048;0.0;0.0005;0.0;0.0322;0.3673;0.4397;0.1148;0.0042;0.0;0.0327;0.0
1797;2018;0441;Os;0.0006;0.0011;0.0014;0.0004;0.0;0.0;0.0;0.0047;0.0;0.0004;0.0002;0.0326;0.3677;0.4393;0.1154;0.0042;0.0;0.032;0.0
1798;2019;0441;Os;0.0006;0.0011;0.0014;0.0004;0.0;0.0;0.0;0.0047;0.0;0.0004;0.0002;0.0325;0.3676;0.4389;0.1152;0.0042;0.0;0.0328;0.0
1809;2011;0501;Lillehammer;0.0146;0.0028;0.0048;0.0042;0.0006;0.0002;0.0003;0.0207;0.0008;0.0019;0.0033;0.0829;0.6503;0.0614;0.093;0.0003;0.0;0.0579;0.0
1810;2013;0501;Lillehammer;0.0146;0.0029;0.0054;0.0041;0.0005;0.0002;0.0003;0.0206;0.0007;0.0019;0.0023;0.078;0.6567;0.0608;0.0927;0.0002;0.0;0.0579;0.0
1811;2014;0501;Lillehammer;0.0147;0.003;0.0055;0.0041;0.0005;0.0002;0.0003;0.0203;0.0007;0.0019;0.0024;0.0781;0.6567;0.0609;0.0929;1e-04;0.0;0.0577;0.0
1812;2015;0501;Lillehammer;0.0148;0.0031;0.0055;0.004;0.0005;0.0002;0.0003;0.0205;0.0007;0.0019;0.0024;0.078;0.6565;0.0608;0.0929;1e-04;0.0;0.0577;0.0
1813;2016;0501;Lillehammer;0.0149;0.0031;0.0054;0.0045;0.0005;0.0002;0.0003;0.02;0.0008;0.0019;0.0024;0.0782;0.6563;0.0606;0.0923;1e-04;0.0;0.0584;0.0
1814;2017;0501;Lillehammer;0.0149;0.0032;0.0054;0.0045;0.0006;0.0002;0.0003;0.02;0.0008;0.0017;0.0024;0.0784;0.6562;0.0606;0.0925;1e-04;0.0;0.0581;0.0
1815;2018;0501;Lillehammer;0.015;0.0034;0.0054;0.0045;0.0005;0.0002;0.0003;0.0201;0.0008;0.0017;0.0024;0.0787;0.6548;0.0606;0.0934;1e-04;0.0;0.058;0.0
1816;2019;0501;Lillehammer;0.015;0.0032;0.005;0.0046;0.0006;0.0002;0.0003;0.0202;0.0008;0.0019;0.0036;0.0789;0.6545;0.0605;0.0923;1e-04;0.0;0.0583;0.0
1818;2011;0502;Gjøvik;0.0145;0.0012;0.0063;0.0041;0.0005;0.0002;0.0002;0.021;0.0;0.0014;0.0011;0.1096;0.7259;0.0059;0.0435;0.0003;0.0;0.0642;0.0
1819;2013;0502;Gjøvik;0.015;0.0013;0.0061;0.0043;0.0005;0.0003;0.0002;0.0207;0.0;0.0014;0.0011;0.1101;0.7253;0.0058;0.0435;0.0002;0.0;0.0642;0.0
1820;2014;0502;Gjøvik;0.015;0.0013;0.0061;0.0042;0.0005;0.0003;0.0002;0.0206;0.0;0.0014;0.0013;0.1103;0.7249;0.0058;0.0436;0.0002;0.0;0.0642;0.0
1821;2015;0502;Gjøvik;0.0151;0.0013;0.0061;0.0044;0.0005;0.0003;0.0002;0.0212;0.0;0.0016;0.0013;0.1103;0.7239;0.0054;0.0433;0.0003;0.0;0.0647;0.0
1822;2016;0502;Gjøvik;0.0149;0.0012;0.0056;0.0044;0.0005;0.0003;0.0002;0.0204;0.0;0.0016;0.0022;0.1108;0.724;0.006;0.0434;1e-04;0.0;0.0644;0.0
1823;2017;0502;Gjøvik;0.0149;0.0012;0.0056;0.0044;0.0005;0.0003;0.0002;0.0203;0.0;0.0016;0.0021;0.1108;0.7241;0.006;0.0434;1e-04;0.0;0.0644;0.0
1824;2018;0502;Gjøvik;0.0154;0.0013;0.0053;0.0046;0.0005;0.0003;0.0002;0.0203;0.0;0.0017;0.0021;0.112;0.7227;0.0058;0.0434;1e-04;0.0;0.0644;0.0
1825;2019;0502;Gjøvik;0.0155;0.0013;0.0053;0.0048;0.0005;0.0003;0.0002;0.0204;0.0;0.0017;0.002;0.112;0.7225;0.0057;0.0433;1e-04;0.0;0.0644;0.0
1827;2011;0511;Dovre;0.0008;0.0004;0.001;0.0006;0.0;0.0;0.0;0.0044;0.0003;0.0003;1e-04;0.02;0.1575;0.6513;0.0264;0.1219;0.0021;0.0127;0.0
1828;2013;0511;Dovre;0.0008;0.0004;0.001;0.0004;0.0;0.0;0.0;0.0046;0.0003;0.0003;1e-04;0.0205;0.157;0.6512;0.0265;0.122;0.0021;0.0128;0.0
1829;2014;0511;Dovre;0.0008;0.0004;0.001;0.0005;0.0;0.0;0.0;0.0046;0.0003;0.0003;1e-04;0.0205;0.1587;0.6484;0.0281;0.1222;0.0014;0.0127;0.0
1830;2015;0511;Dovre;0.0008;0.0004;0.001;0.0005;0.0;0.0;0.0;0.0045;0.0003;0.0003;1e-04;0.0205;0.1586;0.6484;0.0282;0.1221;0.0014;0.0128;0.0
1831;2016;0511;Dovre;0.0008;0.0005;0.001;0.0005;0.0;0.0;0.0;0.0044;0.0003;0.0003;1e-04;0.0205;0.1586;0.6485;0.0282;0.1221;0.0014;0.0127;0.0
1832;2017;0511;Dovre;0.0008;0.0005;0.001;0.0005;0.0;0.0;0.0;0.0044;0.0003;0.0002;1e-04;0.0205;0.1586;0.6484;0.0282;0.1221;0.0014;0.0128;0.0
1833;2018;0511;Dovre;0.0008;0.0005;0.001;0.0006;0.0;0.0;0.0;0.0044;0.0002;0.0003;1e-04;0.0206;0.1585;0.6485;0.0282;0.1221;0.0014;0.0128;0.0
1834;2019;0511;Dovre;0.0008;0.0004;0.0009;0.0006;0.0;0.0;0.0;0.0043;0.0003;0.0003;0.0002;0.0206;0.159;0.6482;0.0282;0.1221;0.0014;0.0127;0.0
1836;2011;0512;Lesja;0.0003;0.0007;0.0007;0.0003;0.0;0.0;0.0;0.0026;0.0;0.0004;1e-04;0.019;0.1382;0.5633;0.0071;0.2164;0.0098;0.0411;0.0
1837;2013;0512;Lesja;0.0003;0.0008;0.0007;0.0002;0.0;0.0;0.0;0.0027;0.0;0.0004;1e-04;0.019;0.1381;0.5633;0.0071;0.2164;0.0098;0.0411;0.0
1838;2014;0512;Lesja;0.0003;0.0007;0.0007;0.0002;0.0;0.0;0.0;0.0026;0.0;0.0004;1e-04;0.019;0.138;0.5632;0.0074;0.2164;0.0098;0.0411;0.0
1839;2015;0512;Lesja;0.0003;0.0007;0.0007;0.0002;0.0;0.0;0.0;0.0026;0.0;0.0004;1e-04;0.019;0.138;0.5632;0.0074;0.2164;0.0098;0.0411;0.0
1840;2016;0512;Lesja;0.0003;0.0007;0.0007;0.0002;0.0;0.0;0.0;0.0026;0.0;0.0004;1e-04;0.0191;0.1379;0.5632;0.0074;0.2164;0.0098;0.0411;0.0
1841;2017;0512;Lesja;0.0003;0.0008;0.0007;0.0002;0.0;0.0;0.0;0.0026;0.0;0.0004;1e-04;0.0192;0.1377;0.5631;0.0074;0.2164;0.0098;0.0412;0.0
1842;2018;0512;Lesja;0.0003;0.0008;0.0007;0.0003;0.0;0.0;0.0;0.0026;0.0;0.0004;1e-04;0.0193;0.1377;0.5631;0.0074;0.2164;0.0098;0.0412;0.0
1843;2019;0512;Lesja;0.0003;0.0008;0.0007;0.0003;0.0;0.0;0.0;0.0026;0.0;0.0004;1e-04;0.0193;0.1376;0.5631;0.0074;0.2164;0.0098;0.0411;0.0
1845;2011;0513;Skjåk;0.0005;0.0002;0.0007;0.0004;0.0;0.0;0.0;0.002;0.0;1e-04;1e-04;0.011;0.1166;0.4122;0.0015;0.3318;0.0703;0.0526;0.0
1846;2013;0513;Skjåk;0.0005;0.0003;0.0007;0.0003;0.0;0.0;0.0;0.0021;0.0;1e-04;1e-04;0.011;0.1165;0.4122;0.0015;0.3318;0.0703;0.0526;0.0
1847;2014;0513;Skjåk;0.0005;0.0003;0.0007;0.0003;0.0;0.0;0.0;0.002;0.0;1e-04;0.0;0.0111;0.1174;0.4227;0.0016;0.332;0.0588;0.0524;0.0
1848;2015;0513;Skjåk;0.0005;0.0003;0.0007;0.0003;0.0;0.0;0.0;0.002;0.0;1e-04;0.0;0.0111;0.1173;0.4226;0.0016;0.332;0.0588;0.0526;0.0
1849;2016;0513;Skjåk;0.0005;0.0003;0.0007;0.0003;0.0;0.0;0.0;0.002;0.0;1e-04;0.0;0.0112;0.1173;0.4226;0.0016;0.332;0.0588;0.0525;0.0
1850;2017;0513;Skjåk;0.0005;0.0003;0.0007;0.0003;0.0;0.0;0.0;0.002;0.0;1e-04;1e-04;0.0111;0.1173;0.4225;0.0016;0.332;0.0588;0.0527;0.0
1851;2018;0513;Skjåk;0.0005;0.0003;0.0007;0.0003;0.0;0.0;0.0;0.002;0.0;1e-04;1e-04;0.0112;0.1172;0.4225;0.0016;0.332;0.0588;0.0527;0.0
1852;2019;0513;Skjåk;0.0004;0.0003;0.0006;0.0003;0.0;0.0;0.0;0.002;0.0;1e-04;1e-04;0.0111;0.1174;0.4227;0.0016;0.332;0.0588;0.0526;0.0
1854;2011;0514;Lom;0.0004;1e-04;0.0006;0.0002;0.0;0.0;0.0;0.0021;0.0;1e-04;1e-04;0.0121;0.0951;0.4793;0.0049;0.2963;0.0672;0.0414;0.0
1855;2013;0514;Lom;0.0004;1e-04;0.0006;0.0002;0.0;0.0;0.0;0.0022;0.0;1e-04;1e-04;0.0121;0.0951;0.4794;0.0049;0.2963;0.067;0.0414;0.0
1856;2014;0514;Lom;0.0004;1e-04;0.0006;0.0002;0.0;0.0;0.0;0.0022;0.0;1e-04;1e-04;0.0122;0.095;0.4812;0.0049;0.2965;0.0653;0.0412;0.0
